seed,model,phase2_accuracy,repeat_error_rate,transfer_accuracy_on_switched_mechanisms,reflection_steps_per_error,long_term_trajectory_value,final_H_self,final_transfer_memory,final_world_model_skill,final_ethical_reliability
13804,fixed_reflection_x6,0.5665384615384615,0.4313461538461538,0.576,6.0,0.10044519230769833,0.1,0.95,0.95,0.95
13804,adaptive_reflection,0.578076923076923,0.42134615384615387,0.5847107438016529,5.297236067059357,0.11853317307692368,0.1,0.95,0.95,0.95
13804,brute_rumination_x8,0.5576923076923077,0.43423076923076925,0.5814977973568282,8.0,0.06910000000000127,0.95,0.2,0.593323213113533,0.7674567991437695
13805,no_reflection,0.57,0.42980769230769234,0.596,0.0,0.11992307692307726,0.6,0.2,0.95,0.95
13805,fixed_reflection_x6,0.5646153846153846,0.4344230769230769,0.56,6.0,0.10536057692308294,0.1,0.95,0.95,0.95
13805,adaptive_reflection,0.5796153846153846,0.415,0.5976095617529881,5.264949402023919,0.1338817307692315,0.1,0.95,0.95,0.95
13805,brute_rumination_x8,0.5688461538461539,0.43884615384615383,0.5505376344086022,8.0,0.08300769230769495,0.95,0.2,0.9111006911855127,0.7186922780630919
13806,no_reflection,0.5842307692307692,0.4157692307692308,0.5974025974025974,0.0,0.15342307692307433,0.6,0.2,0.95,0.95
13806,fixed_reflection_x6,0.5742307692307692,0.4263461538461538,0.5686695278969958,6.0,0.11059711538461989,0.1,0.95,0.95,0.95
13806,adaptive_reflection,0.5784615384615385,0.41807692307692307,0.5520169851380042,5.281735159817352,0.1413235576923041,0.1,0.95,0.95,0.95
13806,brute_rumination_x8,0.5503846153846154,0.4473076923076923,0.5581395348837209,8.0,0.06337692307692387,0.95,0.2,0.8577676648044611,0.7728661995110981
13807,no_reflection,0.5703846153846154,0.4269230769230769,0.5314533622559653,0.0,0.09065384615384803,0.6,0.2,0.95,0.95
13807,fixed_reflection_x6,0.5834615384615385,0.4207692307692308,0.5595959595959596,6.0,0.1297961538461577,0.1,0.95,0.95,0.95
13807,adaptive_reflection,0.5615384615384615,0.42673076923076925,0.5530612244897959,5.254586129753915,0.09281538461538981,0.1,0.95,0.95,0.95
13807,brute_rumination_x8,0.5511538461538461,0.4405769230769231,0.5604395604395604,8.0,0.06728076923077082,0.95,0.2,0.9314682065880281,0.95
13808,no_reflection,0.57,0.42365384615384616,0.5909090909090909,0.0,0.13199999999999787,0.6,0.2,0.95,0.95
13808,fixed_reflection_x6,0.5703846153846154,0.4344230769230769,0.6,6.0,0.10155288461538932,0.1,0.95,0.95,0.95
13808,adaptive_reflection,0.5638461538461539,0.44153846153846155,0.5526881720430108,5.3633217993079585,0.07853846153846496,0.1,0.95,0.95,0.95
13808,brute_rumination_x8,0.5673076923076923,0.4344230769230769,0.5619834710743802,8.0,0.07609615384615699,0.95,0.2,0.8746134014443497,0.9300948504189943
13809,no_reflection,0.5607692307692308,0.4276923076923077,0.5483870967741935,0.0,0.11992307692307717,0.6,0.2,0.95,0.95
13809,fixed_reflection_x6,0.5642307692307692,0.43423076923076925,0.5333333333333333,6.0,0.08228653846154366,0.1,0.95,0.95,0.95
13809,adaptive_reflection,0.558076923076923,0.43365384615384617,0.511727078891258,5.3958608542492295,0.10003173076923605,0.1,0.95,0.95,0.95
13809,brute_rumination_x8,0.5584615384615385,0.4373076923076923,0.5483870967741935,8.0,0.07273076923077128,0.95,0.2,0.9107924956641001,0.9271214651274342
13810,no_reflection,0.5657692307692308,0.43173076923076925,0.5577342047930284,0.0,0.11207692307692202,0.6,0.2,0.95,0.95
13810,fixed_reflection_x6,0.5811538461538461,0.4251923076923077,0.5835189309576837,6.0,0.104575961538467,0.1,0.95,0.95,0.95
13810,adaptive_reflection,0.5653846153846154,0.44,0.5844748858447488,5.295572916666667,0.09328798076923535,0.1,0.95,0.95,0.95
13810,brute_rumination_x8,0.556923076923077,0.4348076923076923,0.5205761316872428,8.0,0.09347307692308146,0.95,0.2,0.7611214677938902,0.9030434988714383
13811,no_reflection,0.5853846153846154,0.41134615384615386,0.5464601769911505,0.0,0.15319230769230557,0.6,0.2,0.95,0.95
13811,fixed_reflection_x6,0.5546153846153846,0.42653846153846153,0.5693581780538303,6.0,0.11336346153846569,0.1,0.95,0.95,0.95
13811,adaptive_reflection,0.5796153846153846,0.42903846153846154,0.6120689655172413,5.329327992879395,0.10901201923077154,0.1,0.95,0.95,0.95
13811,brute_rumination_x8,0.5734615384615385,0.42980769230769234,0.581858407079646,8.0,0.09899615384615795,0.95,0.2,0.8973238870715464,0.9415283677381198
13812,no_reflection,0.5715384615384616,0.43538461538461537,0.5538116591928252,0.0,0.11519230769230837,0.6,0.2,0.95,0.95
13812,fixed_reflection_x6,0.58,0.42153846153846153,0.5481171548117155,6.0,0.1328230769230803,0.1,0.95,0.95,0.95
13812,adaptive_reflection,0.5930769230769231,0.4153846153846154,0.5970772442588727,5.346507352941177,0.12959903846153972,0.1,0.95,0.95,0.95
13812,brute_rumination_x8,0.568076923076923,0.42538461538461536,0.5692963752665245,8.0,0.1056230769230823,0.95,0.2,0.7541704355895729,0.904708037462933
13813,no_reflection,0.575,0.42788461538461536,0.5944206008583691,0.0,0.10873076923076973,0.6,0.2,0.95,0.95
13813,fixed_reflection_x6,0.5596153846153846,0.4271153846153846,0.5532359081419624,6.0,0.11700865384615866,0.1,0.95,0.95,0.95
13813,adaptive_reflection,0.5688461538461539,0.4301923076923077,0.5685071574642127,5.250332889480692,0.11765913461538752,0.1,0.95,0.95,0.95
13813,brute_rumination_x8,0.5726923076923077,0.43038461538461537,0.56312625250501,8.0,0.10348461538461902,0.95,0.2,0.8698813575228147,0.8608012675334598
13814,no_reflection,0.5726923076923077,0.4319230769230769,0.5623678646934461,0.0,0.0945384615384629,0.6,0.2,0.95,0.95
13814,fixed_reflection_x6,0.5853846153846154,0.4140384615384615,0.591796875,6.0,0.12139711538462028,0.1,0.95,0.95,0.95
13814,adaptive_reflection,0.5796153846153846,0.4219230769230769,0.576271186440678,5.318099547511312,0.12004182692307823,0.1,0.95,0.95,0.95
13814,brute_rumination_x8,0.561923076923077,0.4326923076923077,0.556989247311828,8.0,0.10874615384615839,0.95,0.2,0.8767978223991088,0.928202052057546
13815,no_reflection,0.595,0.42403846153846153,0.5865800865800865,0.0,0.13753846153846067,0.6,0.2,0.95,0.95
13815,fixed_reflection_x6,0.5623076923076923,0.43634615384615383,0.5384615384615384,6.0,0.10298557692308204,0.1,0.95,0.95,0.95
13815,adaptive_reflection,0.58,0.42134615384615387,0.5651260504201681,5.330312641594925,0.11934423076923159,0.1,0.95,0.95,0.95
13815,brute_rumination_x8,0.5573076923076923,0.43923076923076926,0.5435684647302904,8.0,0.08726923076923555,0.95,0.2,0.86224497153762,0.7406007219335219
13816,no_reflection,0.578076923076923,0.42057692307692307,0.6121076233183856,0.0,0.1342307692307681,0.6,0.2,0.95,0.95
13816,fixed_reflection_x6,0.5661538461538461,0.4294230769230769,0.5628997867803838,6.0,0.10620480769231291,0.1,0.95,0.95,0.95
13816,adaptive_reflection,0.5926923076923077,0.42,0.6145610278372591,5.251818181818182,0.12417596153846323,0.1,0.95,0.95,0.95
13816,brute_rumination_x8,0.5684615384615385,0.43,0.5468085106382978,8.0,0.10895384615385052,0.95,0.2,0.9059459527075256,0.7372978867138943
13817,no_reflection,0.5769230769230769,0.4146153846153846,0.5735294117647058,0.0,0.13003846153846016,0.6,0.2,0.95,0.95
13817,fixed_reflection_x6,0.5584615384615385,0.43115384615384617,0.5523385300668151,6.0,0.09344807692308399,0.1,0.95,0.95,0.95
13817,adaptive_reflection,0.5865384615384616,0.4207692307692308,0.6258205689277899,5.3416515426497275,0.10680144230769531,0.1,0.95,0.95,0.95
13817,brute_rumination_x8,0.5484615384615384,0.45384615384615384,0.5502092050209205,8.0,0.039361538461537685,0.95,0.2,0.7897544949769543,0.7849070760127267
13818,no_reflection,0.5815384615384616,0.42230769230769233,0.5831578947368421,0.0,0.116423076923077,0.6,0.2,0.95,0.95
13818,fixed_reflection_x6,0.5734615384615385,0.425,0.5711159737417943,6.0,0.1009634615384663,0.1,0.95,0.95,0.95
13818,adaptive_reflection,0.5661538461538461,0.42288461538461536,0.5396145610278372,5.376975169300226,0.11773557692307922,0.1,0.95,0.95,0.95
13818,brute_rumination_x8,0.5465384615384615,0.4423076923076923,0.5503355704697986,8.0,0.0680538461538492,0.95,0.2,0.9416083654855038,0.8199156774984018
13819,no_reflection,0.5842307692307692,0.4190384615384615,0.6012396694214877,0.0,0.13449999999999915,0.6,0.2,0.95,0.95
13819,fixed_reflection_x6,0.568076923076923,0.4401923076923077,0.5777777777777777,6.0,0.08554326923077478,0.1,0.95,0.95,0.95
13819,adaptive_reflection,0.573076923076923,0.4140384615384615,0.5653061224489796,5.294144767173813,0.1483639423076889,0.1,0.95,0.95,0.95
13819,brute_rumination_x8,0.545,0.45615384615384613,0.5956043956043956,8.0,0.05773846153846199,0.95,0.2,0.9042434342252408,0.8132440716253592
13820,no_reflection,0.5596153846153846,0.4307692307692308,0.5675675675675675,0.0,0.1286923076923057,0.6,0.2,0.95,0.95
13820,fixed_reflection_x6,0.5592307692307692,0.43596153846153846,0.541095890410959,6.0,0.08772211538462069,0.1,0.95,0.95,0.95
13820,adaptive_reflection,0.5761538461538461,0.4230769230769231,0.5692963752665245,5.32716606498195,0.11251682692307906,0.1,0.95,0.95,0.95
13820,brute_rumination_x8,0.5526923076923077,0.43538461538461537,0.5414012738853503,8.0,0.09457692307692799,0.95,0.2,0.926128045886761,0.7308897876878281
13821,no_reflection,0.5857692307692308,0.41865384615384615,0.5875,0.0,0.1289615384615377,0.6,0.2,0.95,0.95
13821,fixed_reflection_x6,0.5553846153846154,0.44384615384615383,0.5860566448801743,6.0,0.09791153846154359,0.1,0.95,0.95,0.95
13821,adaptive_reflection,0.583076923076923,0.4225,0.5862785862785863,5.218255761409851,0.12040961538461845,0.1,0.95,0.95,0.95
13821,brute_rumination_x8,0.54,0.44653846153846155,0.5468409586056645,8.0,0.08996923076923644,0.95,0.2,0.8227862856124591,0.745707142075472
13822,no_reflection,0.58,0.4207692307692308,0.5792811839323467,0.0,0.1289615384615376,0.6,0.2,0.95,0.95
13822,fixed_reflection_x6,0.5792307692307692,0.43038461538461537,0.563894523326572,6.0,0.10311346153846437,0.1,0.95,0.95,0.95
13822,adaptive_reflection,0.5765384615384616,0.41865384615384615,0.5818965517241379,5.3018695850433195,0.13056394230769083,0.1,0.95,0.95,0.95
13822,brute_rumination_x8,0.556923076923077,0.4405769230769231,0.5374732334047109,8.0,0.07743461538461739,0.95,0.2,0.8382666406188204,0.8312474093363685
13823,no_reflection,0.5853846153846154,0.42288461538461536,0.5480093676814989,0.0,0.13996153846153783,0.6,0.2,0.95,0.95
13823,fixed_reflection_x6,0.5761538461538461,0.4271153846153846,0.5705394190871369,6.0,0.11235480769231228,0.1,0.95,0.95,0.95
13823,adaptive_reflection,0.5769230769230769,0.4219230769230769,0.5841784989858012,5.351131221719457,0.11873750000000231,0.1,0.95,0.95,0.95
13823,brute_rumination_x8,0.565,0.43596153846153846,0.5671641791044776,8.0,0.08679615384615784,0.95,0.2,0.7162278935506823,0.8626288607531565
13824,no_reflection,0.5715384615384616,0.42653846153846153,0.5754310344827587,0.0,0.12192307692307579,0.6,0.2,0.95,0.95
13824,fixed_reflection_x6,0.571923076923077,0.42846153846153845,0.6077586206896551,6.0,0.09575769230769751,0.1,0.95,0.95,0.95
13824,adaptive_reflection,0.5565384615384615,0.43788461538461537,0.5903361344537815,5.344526820758831,0.06872355769231217,0.1,0.95,0.95,0.95
13824,brute_rumination_x8,0.5796153846153846,0.4338461538461538,0.5887096774193549,8.0,0.08345384615384839,0.95,0.2,0.8605675814273147,0.8565154142628537
13825,no_reflection,0.5711538461538461,0.4251923076923077,0.5652173913043478,0.0,0.11353846153846055,0.6,0.2,0.95,0.95
13825,fixed_reflection_x6,0.5915384615384616,0.4178846153846154,0.614,6.0,0.13653173076923336,0.1,0.95,0.95,0.95
13825,adaptive_reflection,0.5484615384615384,0.43365384615384617,0.5513078470824949,5.357111404667547,0.08526634615385127,0.1,0.95,0.95,0.95
13825,brute_rumination_x8,0.563076923076923,0.42673076923076925,0.5766738660907127,8.0,0.11905769230769653,0.95,0.2,0.8599198165656895,0.8482641921194594
13826,no_reflection,0.5742307692307692,0.425,0.5603448275862069,0.0,0.11711538461538361,0.6,0.2,0.95,0.95
13826,fixed_reflection_x6,0.5696153846153846,0.4325,0.54337899543379,6.0,0.1077355769230828,0.1,0.95,0.95,0.95
13826,adaptive_reflection,0.57,0.4275,0.5733634311512416,5.351942831621259,0.1075850961538486,0.1,0.95,0.95,0.95
13826,brute_rumination_x8,0.5638461538461539,0.44326923076923075,0.5540540540540541,8.0,0.08991923076923383,0.95,0.2,0.8486485924452435,0.9191026495995899
13827,no_reflection,0.5807692307692308,0.42115384615384616,0.5481171548117155,0.0,0.14423076923076852,0.6,0.2,0.95,0.95
13827,fixed_reflection_x6,0.5773076923076923,0.42403846153846153,0.5665961945031712,6.0,0.13874711538461862,0.1,0.95,0.95,0.95
13827,adaptive_reflection,0.5861538461538461,0.4101923076923077,0.561965811965812,5.316891577477897,0.14208365384615285,0.1,0.95,0.95,0.95
13827,brute_rumination_x8,0.5473076923076923,0.44576923076923075,0.5494736842105263,8.0,0.0751000000000025,0.95,0.2,0.7872480244681053,0.9294157415475226
13828,no_reflection,0.5653846153846154,0.4401923076923077,0.6059957173447538,0.0,0.1070000000000008,0.6,0.2,0.95,0.95
13828,fixed_reflection_x6,0.563076923076923,0.43846153846153846,0.5676855895196506,6.0,0.07714615384615975,0.1,0.95,0.95,0.95
13828,adaptive_reflection,0.5726923076923077,0.42365384615384616,0.5735607675906184,5.341144659756647,0.11995576923076798,0.1,0.95,0.95,0.95
13828,brute_rumination_x8,0.5496153846153846,0.44519230769230766,0.5618448637316562,8.0,0.07103461538461735,0.95,0.2,0.8147538106940972,0.8333566551184829
13829,no_reflection,0.5761538461538461,0.42980769230769234,0.5810185185185185,0.0,0.10511538461538573,0.6,0.2,0.95,0.95
13829,fixed_reflection_x6,0.561923076923077,0.4355769230769231,0.5723981900452488,6.0,0.09234326923077524,0.1,0.95,0.95,0.95
13829,adaptive_reflection,0.5753846153846154,0.4276923076923077,0.5637860082304527,5.371875,0.13148413461538358,0.1,0.95,0.95,0.95
13829,brute_rumination_x8,0.5773076923076923,0.42865384615384616,0.5446623093681917,8.0,0.10948076923077216,0.95,0.2,0.9122400936609739,0.6750673414144137
13830,no_reflection,0.5784615384615385,0.42480769230769233,0.5859872611464968,0.0,0.10842307692307805,0.6,0.2,0.95,0.95
13830,fixed_reflection_x6,0.5557692307692308,0.4346153846153846,0.5600858369098712,6.0,0.09331923076923702,0.1,0.95,0.95,0.95
13830,adaptive_reflection,0.578076923076923,0.4230769230769231,0.5833333333333334,5.3330324909747295,0.1095490384615409,0.1,0.95,0.95,0.95
13830,brute_rumination_x8,0.5819230769230769,0.4313461538461538,0.6194503171247357,8.0,0.10335000000000395,0.95,0.2,0.8847939926618237,0.8493983744887686
13831,no_reflection,0.5788461538461539,0.43115384615384617,0.570264765784114,0.0,0.11773076923077015,0.6,0.2,0.95,0.95
13831,fixed_reflection_x6,0.5696153846153846,0.4294230769230769,0.55,6.0,0.09393557692308249,0.1,0.95,0.95,0.95
13831,adaptive_reflection,0.5853846153846154,0.4084615384615385,0.6090712742980562,5.3448598130841125,0.15480865384615097,0.1,0.95,0.95,0.95
13831,brute_rumination_x8,0.5603846153846154,0.4419230769230769,0.5856236786469344,8.0,0.0777538461538483,0.95,0.2,0.7227161088724322,0.9424470046198349
13832,no_reflection,0.5807692307692308,0.42615384615384616,0.6036585365853658,0.0,0.14049999999999901,0.6,0.2,0.95,0.95
13832,fixed_reflection_x6,0.575,0.42096153846153844,0.5613636363636364,6.0,0.11817788461538938,0.1,0.95,0.95,0.95
13832,adaptive_reflection,0.5676923076923077,0.4330769230769231,0.5743243243243243,5.322751322751323,0.11000384615384907,0.1,0.95,0.95,0.95
13832,brute_rumination_x8,0.5553846153846154,0.4455769230769231,0.5814432989690722,8.0,0.05075769230769159,0.95,0.2,0.9398930503306674,0.9200242703758775
13833,no_reflection,0.5676923076923077,0.42403846153846153,0.5902335456475584,0.0,0.11723076923076901,0.6,0.2,0.95,0.95
13833,fixed_reflection_x6,0.5584615384615385,0.43,0.553941908713693,6.0,0.10181153846154298,0.1,0.95,0.95,0.95
13833,adaptive_reflection,0.5776923076923077,0.4221153846153846,0.5701754385964912,5.384893713251922,0.1273913461538472,0.1,0.95,0.95,0.95
13833,brute_rumination_x8,0.5688461538461539,0.43346153846153845,0.5230769230769231,8.0,0.10119230769230997,0.95,0.2,0.8277307506250869,0.9053254310171513
13834,no_reflection,0.585,0.4307692307692308,0.5647773279352226,0.0,0.10753846153846268,0.6,0.2,0.95,0.95
13834,fixed_reflection_x6,0.588076923076923,0.4140384615384615,0.593939393939394,6.0,0.14805096153846384,0.1,0.95,0.95,0.95
13834,adaptive_reflection,0.5523076923076923,0.4355769230769231,0.5925925925925926,5.257781674704077,0.1011956730769281,0.1,0.95,0.95,0.95
13834,brute_rumination_x8,0.5492307692307692,0.4325,0.5622317596566524,8.0,0.11698076923077166,0.95,0.2,0.879017386697114,0.925930405119402
13835,no_reflection,0.5623076923076923,0.42346153846153844,0.6054421768707483,0.0,0.11569230769230764,0.6,0.2,0.95,0.95
13835,fixed_reflection_x6,0.5807692307692308,0.42846153846153845,0.5748898678414097,6.0,0.0932192307692351,0.1,0.95,0.95,0.95
13835,adaptive_reflection,0.5715384615384616,0.43288461538461537,0.5849462365591398,5.305249228054698,0.10006394230769614,0.1,0.95,0.95,0.95
13835,brute_rumination_x8,0.5661538461538461,0.4394230769230769,0.54,8.0,0.08326538461538774,0.95,0.2,0.8044193628954941,0.8646083802703158
13836,no_reflection,0.568076923076923,0.4305769230769231,0.5859728506787331,0.0,0.08911538461538655,0.6,0.2,0.95,0.95
13836,fixed_reflection_x6,0.5692307692307692,0.4323076923076923,0.5822784810126582,6.0,0.09143076923077449,0.1,0.95,0.95,0.95
13836,adaptive_reflection,0.5907692307692308,0.41884615384615387,0.6059322033898306,5.285323609845032,0.12277115384615367,0.1,0.95,0.95,0.95
13836,brute_rumination_x8,0.5542307692307692,0.4344230769230769,0.5708245243128964,8.0,0.08540384615385012,0.95,0.2,0.872923868882492,0.7939864016607304
13837,no_reflection,0.5811538461538461,0.4244230769230769,0.5926680244399185,0.0,0.11219230769230856,0.6,0.2,0.95,0.95
13837,fixed_reflection_x6,0.5653846153846154,0.42538461538461536,0.5445134575569358,6.0,0.1229961538461586,0.1,0.95,0.95,0.95
13837,adaptive_reflection,0.5692307692307692,0.4196153846153846,0.573170731707317,5.36442220200182,0.13756201923076525,0.1,0.95,0.95,0.95
13837,brute_rumination_x8,0.568076923076923,0.43865384615384617,0.5596707818930041,8.0,0.0920884615384646,0.95,0.2,0.95,0.7838502960702223
13838,no_reflection,0.5776923076923077,0.42288461538461536,0.5921052631578947,0.0,0.13403846153846077,0.6,0.2,0.95,0.95
13838,fixed_reflection_x6,0.5784615384615385,0.4282692307692308,0.588865096359743,6.0,0.10610673076923546,0.1,0.95,0.95,0.95
13838,adaptive_reflection,0.5776923076923077,0.42230769230769233,0.5736263736263736,5.340415913200723,0.12047451923077157,0.1,0.95,0.95,0.95
13838,brute_rumination_x8,0.5646153846153846,0.4373076923076923,0.579185520361991,8.0,0.08246153846154246,0.95,0.2,0.6879778694102228,0.7120534877801289
13839,no_reflection,0.5592307692307692,0.43865384615384617,0.5524017467248908,0.0,0.0975384615384631,0.6,0.2,0.95,0.95
13839,fixed_reflection_x6,0.5723076923076923,0.4201923076923077,0.5742574257425742,6.0,0.12361250000000437,0.1,0.95,0.95,0.95
13839,adaptive_reflection,0.5923076923076923,0.4151923076923077,0.588495575221239,5.29103448275862,0.12265961538461642,0.1,0.95,0.95,0.95
13839,brute_rumination_x8,0.5565384615384615,0.44346153846153846,0.5427350427350427,8.0,0.08380000000000369,0.95,0.2,0.94111986708397,0.8861383993711085
13840,no_reflection,0.5761538461538461,0.4288461538461538,0.5530612244897959,0.0,0.12976923076923005,0.6,0.2,0.95,0.95
13840,fixed_reflection_x6,0.5984615384615385,0.4123076923076923,0.5560344827586207,6.0,0.1409230769230793,0.1,0.95,0.95,0.95
13840,adaptive_reflection,0.5846153846153846,0.4280769230769231,0.5676767676767677,5.280107047279215,0.0948086538461569,0.1,0.95,0.95,0.95
13840,brute_rumination_x8,0.5526923076923077,0.4346153846153846,0.5484581497797357,8.0,0.09874615384615822,0.95,0.2,0.9297768398659537,0.693243163683635
13841,no_reflection,0.5623076923076923,0.42615384615384616,0.5974304068522484,0.0,0.11384615384615221,0.6,0.2,0.95,0.95
13841,fixed_reflection_x6,0.5819230769230769,0.41365384615384615,0.5748987854251012,6.0,0.131095192307695,0.1,0.95,0.95,0.95
13841,adaptive_reflection,0.5703846153846154,0.42788461538461536,0.5711111111111111,5.286925479696564,0.1047269230769255,0.1,0.95,0.95,0.95
13841,brute_rumination_x8,0.56,0.4469230769230769,0.5454545454545454,8.0,0.07053846153846403,0.95,0.2,0.8006058106919113,0.9275627364337095
13842,no_reflection,0.5584615384615385,0.4263461538461538,0.551063829787234,0.0,0.11619230769230678,0.6,0.2,0.95,0.95
13842,fixed_reflection_x6,0.5546153846153846,0.43788461538461537,0.5319148936170213,6.0,0.09888557692308292,0.1,0.95,0.95,0.95
13842,adaptive_reflection,0.5773076923076923,0.4288461538461538,0.5926680244399185,5.284505788067676,0.10163990384615763,0.1,0.95,0.95,0.95
13842,brute_rumination_x8,0.5453846153846154,0.445,0.5419847328244275,8.0,0.05684615384615334,0.95,0.2,0.7644456848230683,0.7399254989624814
13843,no_reflection,0.5796153846153846,0.43288461538461537,0.5758835758835759,0.0,0.09738461538461672,0.6,0.2,0.95,0.95
13843,fixed_reflection_x6,0.5684615384615385,0.42057692307692307,0.5772532188841202,6.0,0.1270298076923119,0.1,0.95,0.95,0.95
13843,adaptive_reflection,0.563076923076923,0.42903846153846154,0.5502092050209205,5.314641744548287,0.09506634615385011,0.1,0.95,0.95,0.95
13843,brute_rumination_x8,0.5465384615384615,0.4453846153846154,0.5252100840336135,8.0,0.08099230769231164,0.95,0.2,0.95,0.9241249488895642
13844,no_reflection,0.5661538461538461,0.4375,0.6203904555314533,0.0,0.10292307692307823,0.6,0.2,0.95,0.95
13844,fixed_reflection_x6,0.5673076923076923,0.42730769230769233,0.625,6.0,0.1214673076923107,0.1,0.95,0.95,0.95
13844,adaptive_reflection,0.5715384615384616,0.42673076923076925,0.6008583690987125,5.339149888143177,0.11176298076923294,0.1,0.95,0.95,0.95
13844,brute_rumination_x8,0.56,0.43615384615384617,0.5415821501014199,8.0,0.09379230769231207,0.95,0.2,0.8785660863500906,0.8544395007213403
13845,no_reflection,0.5765384615384616,0.42134615384615387,0.6252676659528907,0.0,0.1309230769230757,0.6,0.2,0.95,0.95
13845,fixed_reflection_x6,0.5584615384615385,0.4323076923076923,0.5797413793103449,6.0,0.10496923076923712,0.1,0.95,0.95,0.95
13845,adaptive_reflection,0.5746153846153846,0.4230769230769231,0.5514223194748359,5.356949458483754,0.12306201923076965,0.1,0.95,0.95,0.95
13845,brute_rumination_x8,0.551923076923077,0.4467307692307692,0.5360169491525424,8.0,0.06142692307692438,0.95,0.2,0.9257327537655903,0.8995755440939214
13846,no_reflection,0.5838461538461538,0.42230769230769233,0.5651162790697675,0.0,0.11811538461538348,0.6,0.2,0.95,0.95
13846,fixed_reflection_x6,0.565,0.43403846153846154,0.5787037037037037,6.0,0.08882788461538961,0.1,0.95,0.95,0.95
13846,adaptive_reflection,0.5576923076923077,0.43596153846153846,0.5288888888888889,5.3039859833552345,0.08213990384615846,0.1,0.95,0.95,0.95
13846,brute_rumination_x8,0.5626923076923077,0.44076923076923075,0.5430861723446894,8.0,0.07470000000000249,0.95,0.2,0.9423947402522531,0.9417124292328363
13847,no_reflection,0.5757692307692308,0.42730769230769233,0.5541125541125541,0.0,0.11692307692307664,0.6,0.2,0.95,0.95
13847,fixed_reflection_x6,0.5646153846153846,0.42673076923076925,0.5570175438596491,6.0,0.11189903846154349,0.1,0.95,0.95,0.95
13847,adaptive_reflection,0.5653846153846154,0.4307692307692308,0.5407098121085595,5.293439716312057,0.0996817307692357,0.1,0.95,0.95,0.95
13847,brute_rumination_x8,0.5511538461538461,0.42788461538461536,0.5405405405405406,8.0,0.08826538461539028,0.95,0.2,0.8754943126803877,0.8729160190779084
13848,no_reflection,0.5703846153846154,0.4263461538461538,0.5663366336633663,0.0,0.10561538461538537,0.6,0.2,0.95,0.95
13848,fixed_reflection_x6,0.563076923076923,0.42980769230769234,0.5389105058365758,6.0,0.07535288461539055,0.1,0.95,0.95,0.95
13848,adaptive_reflection,0.5638461538461539,0.43596153846153846,0.5732758620689655,5.32676303109943,0.08084567307692755,0.1,0.95,0.95,0.95
13848,brute_rumination_x8,0.5607692307692308,0.4275,0.5699588477366255,8.0,0.10135000000000566,0.95,0.2,0.8850831180566072,0.9007500406734569
