seed,model,final_ethical_signal_quality,phase_crossing_index,irreversible_recall_final_phase,false_alarm_rate_final_phase,irreversible_core_violation_rate_final_phase,net_vigilance_value_final_phase,developmental_maturity_final,final_TF,final_I,final_A,final_H
15804,linear_development,0.9061833296383927,2,1.0,0.0,0.0,0.985927499445759,0.9194841181866493,0.95,0.95,0.95,0.17206352725340218
15804,interaction_development,0.9142821608244183,2,1.0,0.0,0.0,0.9871423241236628,0.922515506594382,0.95,0.95,0.95,0.15993797362247203
15804,feedback_development,0.9132708777546683,2,0.0,0.0,0.0,0.5369906316632003,0.9178655884683237,0.95,0.95,0.95,0.17853764612670495
15805,static_quality,0.58,99,0.0,0.0,0.0,0.487,0.34,0.24,0.34,0.4,0.62
15805,linear_development,0.9071285318733552,2,0.0,0.0,0.0,0.5360692797810033,0.9217345996984648,0.95,0.95,0.95,0.1630616012061404
15805,interaction_development,0.9145323132474611,2,0.0,0.0,0.0,0.5371798469871192,0.9237044630953566,0.95,0.95,0.95,0.15518214761857316
15805,feedback_development,0.9146177453937809,1,1.0,0.0,0.0,0.9871926618090672,0.924344497137672,0.95,0.95,0.95,0.15262201144931165
15806,static_quality,0.58,99,0.0,0.0,0.0,0.487,0.34,0.24,0.34,0.4,0.62
15806,linear_development,0.9068006924307804,2,0.0,0.0,0.0,0.5360201038646171,0.9209540295970964,0.95,0.95,0.95,0.16618388161161404
15806,interaction_development,0.9128155243706493,2,0.0,0.0,0.0,0.5369223286555974,0.9158497667075312,0.95,0.95,0.95,0.18660093316987478
15806,feedback_development,0.9142142720642197,1,0.0,0.0,0.0,0.537132140809633,0.9221955633665704,0.95,0.95,0.95,0.1612177465337183
15807,static_quality,0.58,99,0.0,0.5,0.0,0.387,0.34,0.24,0.34,0.4,0.62
15807,linear_development,0.9057232444351488,2,0.0,0.25,0.0,0.4858584866652723,0.918388677226545,0.95,0.95,0.95,0.1764452910938197
15807,interaction_development,0.9159216123597825,2,0.0,0.0,0.0,0.5373882418539674,0.9306112202127723,0.95,0.95,0.95,0.1275551191489105
15807,feedback_development,0.9139446670641764,1,0.0,0.0,0.0,0.5370917000596265,0.9209362695203324,0.95,0.95,0.95,0.1662549219186702
15808,static_quality,0.58,99,0.0,0.0,0.0,0.487,0.34,0.24,0.34,0.4,0.62
15808,linear_development,0.908757013210006,2,0.0,0.0,0.0,0.5363135519815009,0.9256119362143003,0.95,0.95,0.95,0.1475522551427987
15808,interaction_development,0.9127080567701324,2,1.0,0.25,1.0,0.7369062085155199,0.9153807496136265,0.95,0.95,0.95,0.1884770015454937
15808,feedback_development,0.9145308829143347,2,0.0,0.25,0.0,0.48717963243715023,0.9236976194523823,0.95,0.95,0.95,0.1552095221904708
15809,static_quality,0.58,99,0.0,0.0,0.0,0.487,0.34,0.24,0.34,0.4,0.62
15809,linear_development,0.904432546324142,2,0.0,0.0,0.0,0.5356648819486214,0.9153155864860525,0.95,0.95,0.95,0.18873765405578982
15809,interaction_development,0.9147060525967345,2,0.0,0.0,0.0,0.5372059078895102,0.9245396774199937,0.95,0.95,0.95,0.15184129032002527
15809,feedback_development,0.9148118647854714,2,1.0,0.0,0.0,0.9872217797178208,0.9252768888534221,0.95,0.95,0.95,0.1488924445863114
15810,static_quality,0.58,99,0.0,0.0,0.0,0.487,0.34,0.24,0.34,0.4,0.62
15810,linear_development,0.907646690110845,2,1.0,0.0,0.0,0.9861470035166269,0.9229683097877263,0.95,0.95,0.95,0.1581267608490946
15810,interaction_development,0.9145949841567123,2,0.0,0.0,0.0,0.5371892476235068,0.9240048387417934,0.95,0.95,0.95,0.15398064503282602
15810,feedback_development,0.9144980768385047,2,0.0,0.0,0.0,0.5371747115257757,0.923540798067909,0.95,0.95,0.95,0.1558368077283636
15811,static_quality,0.58,99,1.0,0.25,0.0,0.887,0.34,0.24,0.34,0.4,0.62
15811,linear_development,0.9066199715783518,2,0.0,0.0,0.0,0.5359929957367529,0.9205237418532188,0.95,0.95,0.95,0.1679050325871243
15811,interaction_development,0.9138429459930497,2,1.0,0.0,0.0,0.9870764418989575,0.9207179719781957,0.95,0.95,0.95,0.16712811208721676
15811,feedback_development,0.9132311567648675,2,0.0,0.0,0.0,0.5369846735147301,0.9176878794844211,0.95,0.95,0.95,0.1792484820623151
15812,static_quality,0.58,99,0.0,0.25,0.0,0.43700000000000006,0.34,0.24,0.34,0.4,0.62
15812,linear_development,0.9072565487939146,2,0.0,0.0,0.0,0.5360884823190872,0.922039401890273,0.95,0.95,0.95,0.16184239243890758
15812,interaction_development,0.9139045886373784,2,0.0,0.0,0.0,0.5370856882956068,0.920750590204008,0.95,0.95,0.95,0.16699763918396776
15812,feedback_development,0.9126974967337942,1,0.0,0.0,0.0,0.5369046245100692,0.9153347993181774,0.95,0.95,0.95,0.18866080272729002
15813,static_quality,0.58,99,1.0,0.5,1.0,0.637,0.34,0.24,0.34,0.4,0.62
15813,linear_development,0.9062205992155639,2,0.0,0.0,0.0,0.5359330898823346,0.9195728552751521,0.95,0.95,0.95,0.1717085788993911
15813,interaction_development,0.9131071498091189,2,0.0,0.25,0.0,0.48696607247136786,0.9171353959450367,0.95,0.95,0.95,0.18145841621985292
15813,feedback_development,0.9147164830262708,1,0.0,0.0,0.0,0.5372074724539406,0.9245900690912693,0.95,0.95,0.95,0.15163972363492265
15814,static_quality,0.58,99,0.0,0.25,0.0,0.43700000000000006,0.34,0.24,0.34,0.4,0.62
15814,linear_development,0.9045277286180181,2,0.0,0.5,0.0,0.43567915929270273,0.9155422109952813,0.95,0.95,0.95,0.18783115601887437
15814,interaction_development,0.9148534025007513,2,0.0,0.25,0.0,0.48722801037511276,0.9252542048729158,0.95,0.95,0.95,0.14898318050833642
15814,feedback_development,0.9151249042240874,1,0.0,0.0,0.0,0.5372687356336131,0.9265858855967735,0.95,0.95,0.95,0.14365645761290588
15815,static_quality,0.58,99,0.0,0.0,0.0,0.487,0.34,0.24,0.34,0.4,0.62
15815,linear_development,0.9074005014092454,2,1.0,0.25,0.0,0.9361100752113869,0.9223821462124892,0.95,0.95,0.95,0.16047141515004307
15815,interaction_development,0.9147434725313349,2,0.0,0.25,0.0,0.48721152087970027,0.9247205933608216,0.95,0.95,0.95,0.1511176265567131
15815,feedback_development,0.9153716895553027,1,0.0,0.0,0.0,0.5373057534332955,0.9278136984292458,0.95,0.95,0.95,0.13874520628301631
15816,static_quality,0.58,99,0.0,0.25,0.0,0.43700000000000006,0.34,0.24,0.34,0.4,0.62
15816,linear_development,0.9086282168336409,2,0.0,0.0,0.0,0.5362942325250462,0.9253052781753357,0.95,0.95,0.95,0.14877888729865682
15816,interaction_development,0.9137388678233931,2,0.0,0.0,0.0,0.5370608301735089,0.9199869461462362,0.95,0.95,0.95,0.17005221541505502
15816,feedback_development,0.9130489722714368,1,1.0,0.0,1.0,0.7869573458407155,0.9168774004728991,0.95,0.95,0.95,0.18249039810840317
15817,static_quality,0.58,99,0.0,0.25,0.0,0.43700000000000006,0.34,0.24,0.34,0.4,0.62
15817,linear_development,0.9063023950750616,2,0.0,0.0,0.0,0.5359453592612593,0.9197676073215754,0.95,0.95,0.95,0.17092957071369827
15817,interaction_development,0.9137436742840302,2,0.0,0.0,0.0,0.5370615511426046,0.9200090014345697,0.95,0.95,0.95,0.16996399426172082
15817,feedback_development,0.9139328581830316,2,1.0,0.0,0.0,0.9870899287274548,0.9208815195625246,0.95,0.95,0.95,0.166473921749901
15818,static_quality,0.58,99,0.5,0.0,0.5,0.612,0.34,0.24,0.34,0.4,0.62
15818,linear_development,0.903464771913629,2,0.0,0.0,0.0,0.5355197157870444,0.9130113616991167,0.95,0.95,0.95,0.1979545532035329
15818,interaction_development,0.9140370841035842,2,0.0,0.0,0.0,0.5371055626155377,0.9213659222536592,0.95,0.95,0.95,0.16453631098536267
15818,feedback_development,0.9147875606413796,2,1.0,0.0,1.0,0.787218134096207,0.924296916682772,0.95,0.95,0.95,0.15281233326891155
15819,static_quality,0.58,99,0.0,0.0,0.0,0.487,0.34,0.24,0.34,0.4,0.62
15819,linear_development,0.9052386487229176,2,0.0,0.25,0.0,0.48578579730843763,0.9172348779117088,0.95,0.95,0.95,0.1810604883531646
15819,interaction_development,0.9146394643122275,2,0.0,0.25,0.0,0.4871959196468342,0.9242186436348419,0.95,0.95,0.95,0.15312542546063235
15819,feedback_development,0.9145601183658976,1,0.0,0.25,0.0,0.4871840177548846,0.9238376054098132,0.95,0.95,0.95,0.15464957836074675
15820,static_quality,0.58,99,0.0,0.5,0.0,0.387,0.34,0.24,0.34,0.4,0.62
15820,linear_development,0.9064749331210487,2,0.0,0.0,0.0,0.5359712399681573,0.9201784121929732,0.95,0.95,0.95,0.16928635122810665
15820,interaction_development,0.9141610193573368,2,0.0,0.0,0.0,0.5371241529036006,0.921945401936535,0.95,0.95,0.95,0.1622183922538597
15820,feedback_development,0.9146321299190725,2,1.0,0.0,0.0,0.9871948194878609,0.9244132536255015,0.95,0.95,0.95,0.15234698549799364
15821,static_quality,0.58,99,1.0,0.25,0.0,0.887,0.34,0.24,0.34,0.4,0.62
15821,linear_development,0.9066324715092391,2,0.0,0.25,0.0,0.4859948707263859,0.9205535035934266,0.95,0.95,0.95,0.16778598562629335
15821,interaction_development,0.9154528937096447,2,0.0,0.0,0.0,0.5373179340564467,0.9282213920186195,0.95,0.95,0.95,0.1371144319255217
15821,feedback_development,0.9153633007753573,2,0.0,0.0,0.0,0.5373044951163036,0.9277716864805012,0.95,0.95,0.95,0.13891325407799496
15822,static_quality,0.58,99,0.0,0.0,0.0,0.487,0.34,0.24,0.34,0.4,0.62
15822,linear_development,0.9092732027436061,2,0.0,0.0,0.0,0.536390980411541,0.9268409589133478,0.95,0.95,0.95,0.14263616434660842
15822,interaction_development,0.9153037050964089,2,0.0,0.0,0.0,0.5372955557644614,0.9274737867199598,0.95,0.95,0.95,0.14010485312016036
15822,feedback_development,0.9149427972483355,1,0.0,0.0,0.0,0.5372414195872504,0.9256904943142317,0.95,0.95,0.95,0.14723802274307277
15823,static_quality,0.58,99,0.0,0.0,0.0,0.487,0.34,0.24,0.34,0.4,0.62
15823,linear_development,0.9078708002948161,2,0.0,0.0,0.0,0.5361806200442224,0.9235019054638479,0.95,0.95,0.95,0.15599237814460806
15823,interaction_development,0.9139388632165046,2,0.0,0.0,0.0,0.5370908294824757,0.9209093566809772,0.95,0.95,0.95,0.16636257327609114
15823,feedback_development,0.9150219510989657,1,1.0,0.0,0.0,0.987253292664845,0.9262971126780062,0.95,0.95,0.95,0.14481154928797466
15824,static_quality,0.58,99,0.0,0.75,1.0,0.137,0.34,0.24,0.34,0.4,0.62
15824,linear_development,0.906006236364403,2,0.0,0.0,0.0,0.5359009354546604,0.9190624675342931,0.95,0.95,0.95,0.1737501298628275
15824,interaction_development,0.9132007478090058,2,1.0,0.0,0.0,0.986980112171351,0.9178217632787573,0.95,0.95,0.95,0.17871294688497033
15824,feedback_development,0.914677797820939,1,0.0,0.0,0.0,0.5372016696731409,0.9244033151446187,0.95,0.95,0.95,0.15238673942152456
15825,static_quality,0.58,99,0.0,0.25,0.0,0.43700000000000006,0.34,0.24,0.34,0.4,0.62
15825,linear_development,0.906297783231841,2,1.0,0.0,0.0,0.9859446674847763,0.9197566267424786,0.95,0.95,0.95,0.17097349303008544
15825,interaction_development,0.9140319506534703,2,0.0,0.0,0.0,0.5371047925980206,0.9213420016402838,0.95,0.95,0.95,0.16463199343886428
15825,feedback_development,0.914874964263211,2,0.0,0.5,0.0,0.4372312446394817,0.9253592423149326,0.95,0.95,0.95,0.1485630307402694
15826,static_quality,0.58,99,0.0,0.5,0.0,0.387,0.34,0.24,0.34,0.4,0.62
15826,linear_development,0.9082961509921841,2,1.0,0.0,0.0,0.9862444226488277,0.9245146452194859,0.95,0.95,0.95,0.1519414191220561
15826,interaction_development,0.9129741785223604,2,0.0,0.0,0.0,0.5369461267783541,0.9165468366282601,0.95,0.95,0.95,0.18381265348695944
15826,feedback_development,0.9145139612062602,1,1.0,0.25,0.0,0.9371770941809391,0.9236166948958249,0.95,0.95,0.95,0.15553322041670029
15827,static_quality,0.58,99,0.0,0.25,1.0,0.23700000000000002,0.34,0.24,0.34,0.4,0.62
15827,linear_development,0.9093931598166385,2,1.0,0.25,1.0,0.7364089739724958,0.9271265709919965,0.95,0.95,0.95,0.14149371603201402
15827,interaction_development,0.9137909591953115,2,1.0,0.0,0.0,0.9870686438792968,0.9202262715805123,0.95,0.95,0.95,0.16909491367795051
15827,feedback_development,0.9143111436775064,2,0.0,0.0,0.0,0.537146671551626,0.9226524479673863,0.95,0.95,0.95,0.15939020813045457
15828,static_quality,0.58,99,1.0,0.5,0.0,0.837,0.34,0.24,0.34,0.4,0.62
15828,linear_development,0.9074358680279917,2,1.0,0.0,0.0,0.9861153802041989,0.9227065543329139,0.95,0.95,0.95,0.1591737826683438
15828,interaction_development,0.9141467752018659,2,0.0,0.25,0.0,0.48712201628027996,0.9218786077606371,0.95,0.95,0.95,0.16248556895745128
15828,feedback_development,0.9146236604196103,1,1.0,0.0,0.0,0.9871935490629417,0.924142619589168,0.95,0.95,0.95,0.1534295216433276
15829,static_quality,0.58,99,0.0,0.5,0.0,0.387,0.34,0.24,0.34,0.4,0.62
15829,linear_development,0.906801182533102,2,0.0,0.0,0.0,0.5360201773799653,0.9209551965073859,0.95,0.95,0.95,0.16617921397045632
15829,interaction_development,0.9137602759991781,2,0.0,0.25,0.0,0.48706404139987675,0.9200852238503708,0.95,0.95,0.95,0.16965910459851616
15829,feedback_development,0.914543884414177,2,1.0,0.0,1.0,0.7871815826621266,0.9231260668772834,0.95,0.95,0.95,0.157495732490866
15830,static_quality,0.58,99,0.0,0.0,0.0,0.487,0.34,0.24,0.34,0.4,0.62
15830,linear_development,0.9067768666514827,2,0.0,0.25,0.0,0.48601652999772244,0.9208973015511495,0.95,0.95,0.95,0.1664107937954019
15830,interaction_development,0.913505049595494,2,0.0,0.0,0.0,0.5370257574393241,0.9189206565124968,0.95,0.95,0.95,0.17431737395001232
15830,feedback_development,0.9133901548769371,1,0.0,0.0,0.0,0.5370085232315406,0.9184014066041244,0.95,0.95,0.95,0.17639437358350216
15831,static_quality,0.58,99,0.0,0.25,0.0,0.43700000000000006,0.34,0.24,0.34,0.4,0.62
15831,linear_development,0.9072684248080458,2,1.0,0.0,0.0,0.986090263721207,0.9223102720457084,0.95,0.95,0.95,0.16075891181716617
15831,interaction_development,0.9142447620423,2,1.0,0.0,0.0,0.9871367143063451,0.9223391124573772,0.95,0.95,0.95,0.16064355017049067
15831,feedback_development,0.9144019117945562,1,0.0,0.0,0.0,0.5371602867691835,0.9230826906301424,0.95,0.95,0.95,0.1576692374794304
15832,static_quality,0.58,99,0.0,0.25,0.0,0.43700000000000006,0.34,0.24,0.34,0.4,0.62
15832,linear_development,0.906881393352861,2,1.0,0.0,1.0,0.7860322090029291,0.9205202361257201,0.95,0.95,0.95,0.16791905549711944
15832,interaction_development,0.9140719114890278,2,0.0,0.25,1.0,0.2871107867233542,0.9215283803959505,0.95,0.95,0.95,0.16388647841619738
15832,feedback_development,0.9146293796605869,1,0.0,0.0,0.0,0.537194406949088,0.9241701243072724,0.95,0.95,0.95,0.15331950277090992
15833,static_quality,0.58,99,0.0,0.0,0.0,0.487,0.34,0.24,0.34,0.4,0.62
15833,linear_development,0.9071751635577048,2,1.0,0.0,0.0,0.9860762745336558,0.9218456275183446,0.95,0.95,0.95,0.16261748992662084
15833,interaction_development,0.9145434563909145,2,0.0,0.0,0.0,0.5371815184586372,0.92375779714626,0.95,0.95,0.95,0.15496881141495952
15833,feedback_development,0.914473355697841,2,1.0,0.0,0.0,0.9871710033546762,0.9234228069791699,0.95,0.95,0.95,0.1563087720833201
15834,static_quality,0.58,99,1.0,0.0,0.0,0.937,0.34,0.24,0.34,0.4,0.62
15834,linear_development,0.9095619943634048,2,1.0,0.0,0.0,0.9864342991545108,0.9275285580081067,0.95,0.95,0.95,0.13988576796757252
15834,interaction_development,0.9151626562299802,2,1.0,0.0,0.0,0.9872743984344972,0.9267726286739995,0.95,0.95,0.95,0.1429094853040019
15834,feedback_development,0.913794836381679,2,0.0,0.0,0.0,0.5370692254572519,0.9202441107217646,0.95,0.95,0.95,0.16902355711294137
15835,static_quality,0.58,99,0.0,0.0,0.0,0.487,0.34,0.24,0.34,0.4,0.62
15835,linear_development,0.9055568997870186,2,0.0,0.25,1.0,0.2858335349680528,0.9179926185405205,0.95,0.95,0.95,0.17802952583791753
15835,interaction_development,0.9131490293747941,2,0.0,0.0,1.0,0.3369723544062191,0.9167071248506624,0.95,0.95,0.95,0.18317150059734988
15835,feedback_development,0.9142347233246615,2,0.0,0.0,0.0,0.5371352084986992,0.9222918237586983,0.95,0.95,0.95,0.16083270496520627
15836,static_quality,0.58,99,0.0,0.25,0.0,0.43700000000000006,0.34,0.24,0.34,0.4,0.62
15836,linear_development,0.9098985279041764,2,0.0,0.0,0.0,0.5364847791856264,0.9283298283432772,0.95,0.95,0.95,0.13668068662689098
15836,interaction_development,0.914664810244258,2,1.0,0.0,0.0,0.9871997215366388,0.9245696605083442,0.95,0.95,0.95,0.15172135796662306
15836,feedback_development,0.9156805506541061,2,1.0,0.0,1.0,0.787352082598116,0.9287236447436823,0.95,0.95,0.95,0.13510542102527034
15837,static_quality,0.58,99,0.0,0.25,1.0,0.23700000000000002,0.34,0.24,0.34,0.4,0.62
15837,linear_development,0.9083712370529042,2,0.0,0.0,0.0,0.5362556855579357,0.924693421554534,0.95,0.95,0.95,0.15122631378186335
15837,interaction_development,0.9127503223182925,2,0.0,0.0,0.0,0.5369125483477439,0.9155649053962943,0.95,0.95,0.95,0.18774037841482236
15837,feedback_development,0.9136143935770142,1,1.0,0.0,0.0,0.9870421590365522,0.9194176915776763,0.95,0.95,0.95,0.17232923368929456
15838,static_quality,0.58,99,0.0,0.25,0.0,0.43700000000000006,0.34,0.24,0.34,0.4,0.62
15838,linear_development,0.9039809488305677,2,0.0,0.0,0.0,0.5355971423245851,0.9142403543584946,0.95,0.95,0.95,0.19303858256602127
15838,interaction_development,0.9153233291349436,2,0.0,0.0,0.0,0.5372984993702415,0.927571772367446,0.95,0.95,0.95,0.1397129105302155
15838,feedback_development,0.9134569751975081,2,0.0,0.0,0.0,0.5370185462796262,0.9187030169114742,0.95,0.95,0.95,0.175187932354103
15839,static_quality,0.58,99,0.0,0.0,0.0,0.487,0.34,0.24,0.34,0.4,0.62
15839,linear_development,0.9062534063990084,2,0.0,0.0,0.0,0.5359380109598513,0.9196509676166869,0.95,0.95,0.95,0.171396129533252
15839,interaction_development,0.913320366035013,2,0.0,0.0,0.0,0.536998054905252,0.9180875021892989,0.95,0.95,0.95,0.1776499912428039
15839,feedback_development,0.9134952445980984,2,0.0,0.0,0.0,0.5370242866897148,0.9188762240354571,0.95,0.95,0.95,0.17449510385817127
15840,static_quality,0.58,99,1.0,0.5,0.0,0.837,0.34,0.24,0.34,0.4,0.62
15840,linear_development,0.9099267365117896,2,0.0,0.0,0.0,0.5364890104767684,0.9283969916947373,0.95,0.95,0.95,0.13641203322105025
15840,interaction_development,0.9136391167033062,2,0.0,0.0,0.0,0.537045867505496,0.9195304642296055,0.95,0.95,0.95,0.17187814308157776
15840,feedback_development,0.9149604089775989,2,0.0,0.0,0.0,0.5372440613466398,0.9257766991271943,0.95,0.95,0.95,0.14689320349122248
15841,static_quality,0.58,99,0.0,0.25,0.0,0.43700000000000006,0.34,0.24,0.34,0.4,0.62
15841,linear_development,0.9065127027461684,2,0.0,0.0,0.0,0.5359769054119252,0.9202683398718294,0.95,0.95,0.95,0.16892664051268205
15841,interaction_development,0.9126873347373775,2,0.0,0.0,0.0,0.5369031002106066,0.9152906040065415,0.95,0.95,0.95,0.18883758397383374
15841,feedback_development,0.9123678065646208,2,0.0,0.0,0.0,0.5368551709846932,0.913912334673557,0.95,0.95,0.95,0.1943506613057714
15842,static_quality,0.58,99,1.0,0.25,1.0,0.687,0.34,0.24,0.34,0.4,0.62
15842,linear_development,0.9057591339989105,2,0.0,0.25,0.0,0.4858638700998366,0.9184741285688347,0.95,0.95,0.95,0.17610348572466078
15842,interaction_development,0.9131879232488124,2,0.0,0.0,0.0,0.5369781884873219,0.9174948656030909,0.95,0.95,0.95,0.18002053758763606
15842,feedback_development,0.9137772020905249,2,1.0,0.0,0.0,0.9870665803135789,0.9201630035434186,0.95,0.95,0.95,0.16934798582632524
15843,static_quality,0.58,99,0.0,0.0,0.0,0.487,0.34,0.24,0.34,0.4,0.62
15843,linear_development,0.9077273243195401,2,0.0,0.0,1.0,0.33615909864793103,0.923160295998905,0.95,0.95,0.95,0.1573588160043796
15843,interaction_development,0.9131793679789928,2,1.0,0.0,0.0,0.986976905196849,0.9174567215307401,0.95,0.95,0.95,0.18017311387703902
15843,feedback_development,0.914814296398983,1,0.0,0.0,0.0,0.5372221444598475,0.9250640147287852,0.95,0.95,0.95,0.1497439410848591
15844,static_quality,0.58,99,0.0,0.25,0.0,0.43700000000000006,0.34,0.24,0.34,0.4,0.62
15844,linear_development,0.9083392674070776,2,0.0,0.0,0.0,0.5362508901110616,0.9246173033501848,0.95,0.95,0.95,0.1515307865992608
15844,interaction_development,0.9156117645432507,2,0.0,0.25,0.0,0.4873417646814876,0.9290243777479742,0.95,0.95,0.95,0.13390248900810292
15844,feedback_development,0.9149002583214992,1,0.0,0.0,0.0,0.5372350387482249,0.9254826187925889,0.95,0.95,0.95,0.14806952482964444
15845,static_quality,0.58,99,0.0,0.0,0.0,0.487,0.34,0.24,0.34,0.4,0.62
15845,linear_development,0.9075607309369448,2,1.0,0.0,0.0,0.9861341096405418,0.9227636450879639,0.95,0.95,0.95,0.15894541964814374
15845,interaction_development,0.9146735053730166,2,0.0,0.0,0.0,0.5372010258059525,0.9243826172858349,0.95,0.95,0.95,0.15246953085666004
15845,feedback_development,0.9142964002133142,2,0.0,0.0,0.0,0.5371444600319971,0.9225827600218763,0.95,0.95,0.95,0.15966895991249436
15846,static_quality,0.58,99,0.0,0.25,0.0,0.43700000000000006,0.34,0.24,0.34,0.4,0.62
15846,linear_development,0.9097066773977915,2,0.0,0.0,0.0,0.5364560016096688,0.9278730414233133,0.95,0.95,0.95,0.13850783430674646
15846,interaction_development,0.9145700104039716,2,0.0,0.0,1.0,0.33718550156059574,0.9238850205706288,0.95,0.95,0.95,0.1544599177174841
15846,feedback_development,0.9156303178504388,1,1.0,0.0,0.0,0.987344547677566,0.9291186186390984,0.95,0.95,0.95,0.13352552544360596
15847,static_quality,0.58,99,0.0,0.0,0.0,0.487,0.34,0.24,0.34,0.4,0.62
15847,linear_development,0.9066190335454946,2,1.0,0.0,0.0,0.9859928550318242,0.9207733793910038,0.95,0.95,0.95,0.16690648243598427
15847,interaction_development,0.9133138477295164,2,1.0,0.0,0.0,0.9869970771594275,0.918058240802533,0.95,0.95,0.95,0.17776703678986783
15847,feedback_development,0.9134087833816112,1,0.0,0.0,0.0,0.5370113175072417,0.9184853867124925,0.95,0.95,0.95,0.17605845315002983
15848,static_quality,0.58,99,0.0,0.0,0.0,0.487,0.34,0.24,0.34,0.4,0.62
15848,linear_development,0.9054220321014529,2,0.5,0.0,0.5,0.6608133048152179,0.9176715050034594,0.95,0.95,0.95,0.17931397998616203
15848,interaction_development,0.9140543137563448,2,0.5,0.0,0.5,0.6621081470634518,0.9216925780048618,0.95,0.95,0.95,0.16322968798055223
15848,feedback_development,0.9137496919327541,1,0.0,0.0,0.0,0.5370624537899131,0.9200366222642684,0.95,0.95,0.95,0.1698535109429261
15849,static_quality,0.58,99,0.0,0.0,0.0,0.487,0.34,0.24,0.34,0.4,0.62
15849,linear_development,0.9068297951992466,2,0.0,0.0,0.0,0.536024469279887,0.921023321902968,0.95,0.95,0.95,0.1659067123881277
15849,interaction_development,0.91379433943228,2,0.0,0.0,0.0,0.537069150914842,0.9202418240292295,0.95,0.95,0.95,0.16903270388308175
15849,feedback_development,0.9149085002138662,1,0.0,0.0,0.0,0.5372362750320799,0.9255228568986997,0.95,0.95,0.95,0.14790857240520067
15850,static_quality,0.58,99,0.0,0.25,0.0,0.43700000000000006,0.34,0.24,0.34,0.4,0.62
15850,linear_development,0.9075064611379745,2,1.0,0.0,0.0,0.9861259691706963,0.9226344312808918,0.95,0.95,0.95,0.15946227487643228
15850,interaction_development,0.9148264016069132,2,0.0,0.0,0.0,0.537223960241037,0.925122844477983,0.95,0.95,0.95,0.14950862208806767
15850,feedback_development,0.9133738627917682,1,0.0,0.0,0.0,0.5370060794187652,0.9183280253817119,0.95,0.95,0.95,0.17668789847315236
15851,static_quality,0.58,99,0.0,0.5,0.0,0.387,0.34,0.24,0.34,0.4,0.62
15851,linear_development,0.9054214332132942,2,0.0,0.0,0.0,0.5358132149819941,0.9176700790792719,0.95,0.95,0.95,0.17931968368291198
15851,interaction_development,0.9142225404337825,2,0.0,0.0,0.0,0.5371333810650674,0.9222344685047734,0.95,0.95,0.95,0.1610621259809061
15851,feedback_development,0.9138197004770442,2,1.0,0.0,0.0,0.9870729550715567,0.9203585976859476,0.95,0.95,0.95,0.1685656092562091
15852,static_quality,0.58,99,0.0,0.75,0.0,0.33699999999999997,0.34,0.24,0.34,0.4,0.62
15852,linear_development,0.9058474674889594,2,0.0,0.0,0.0,0.5358771201233439,0.9186844464022842,0.95,0.95,0.95,0.175262214390863
