seed,model,level,target_reliability,ethical_sensitivity,decision_accuracy,high_stakes_accuracy,long_term_trajectory_value,ethical_sense_reliability_realized,deep_path_activation_rate
10502,sigmoid_development,5,0.9,0.94,0.8833333333333333,0.8775510204081632,0.7328333333333368,0.9024081115335868,0.8766666666666667
10503,no_development,1,0.62,0.5,0.5955555555555555,0.6507537688442211,0.27627777777777723,0.6182669789227166,0.20777777777777778
10503,linear_development,1,0.56,0.5,0.5633333333333334,0.5454545454545454,0.11844444444444449,0.5623529411764706,0.2311111111111111
10503,sigmoid_development,1,0.54,0.5,0.5722222222222222,0.5654205607476636,0.14816666666666695,0.5563725490196079,0.21444444444444444
10503,no_development,2,0.62,0.64,0.61,0.6186868686868687,0.26122222222222113,0.6097560975609756,0.2644444444444444
10503,linear_development,2,0.635,0.64,0.6211111111111111,0.6330749354005168,0.29305555555555396,0.6585820895522388,0.25
10503,sigmoid_development,2,0.5401592702073942,0.64,0.5911111111111111,0.536,0.1915555555555553,0.5157894736842106,0.2577777777777778
10503,no_development,3,0.62,0.79,0.6188888888888889,0.6416040100250626,0.28511111111111026,0.6432835820895523,0.32
10503,linear_development,3,0.71,0.79,0.6444444444444445,0.7121951219512195,0.36483333333333134,0.7041420118343196,0.3477777777777778
10503,sigmoid_development,3,0.544029258898935,0.79,0.58,0.5707547169811321,0.15838888888888858,0.564179104477612,0.3433333333333333
10503,no_development,4,0.62,0.88,0.6233333333333333,0.5848214285714286,0.16916666666666733,0.6272108843537415,0.8166666666666667
10503,linear_development,4,0.785,0.88,0.7855555555555556,0.7794486215538847,0.5480555555555489,0.8092715231788079,0.8388888888888889
10503,sigmoid_development,4,0.6208146563901339,0.88,0.6344444444444445,0.6682926829268293,0.29038888888888514,0.6241699867197875,0.8366666666666667
10503,no_development,5,0.62,0.94,0.6311111111111111,0.6352657004830918,0.252666666666664,0.616580310880829,0.8577777777777778
10503,linear_development,5,0.86,0.94,0.8622222222222222,0.8771498771498771,0.7074444444444467,0.8804071246819338,0.8733333333333333
10503,sigmoid_development,5,0.9,0.94,0.8966666666666666,0.9019138755980861,0.7611111111111154,0.90875,0.8888888888888888
10504,no_development,1,0.62,0.5,0.6222222222222222,0.6352657004830918,0.27588888888888774,0.634703196347032,0.21555555555555556
10504,linear_development,1,0.56,0.5,0.6,0.5971896955503513,0.2077222222222215,0.5586854460093896,0.2011111111111111
10504,sigmoid_development,1,0.54,0.5,0.5533333333333333,0.5370843989769821,0.14044444444444487,0.5240274599542334,0.21333333333333335
10504,no_development,2,0.62,0.64,0.5866666666666667,0.6024691358024692,0.21499999999999891,0.592057761732852,0.2777777777777778
10504,linear_development,2,0.635,0.64,0.6055555555555555,0.6207792207792208,0.26805555555555494,0.6102941176470589,0.2611111111111111
10504,sigmoid_development,2,0.5401592702073942,0.64,0.5966666666666667,0.5666666666666667,0.2072777777777769,0.5383244206773619,0.27666666666666667
10504,no_development,3,0.62,0.79,0.59,0.6115107913669064,0.21366666666666576,0.6383307573415765,0.32666666666666666
10504,linear_development,3,0.71,0.79,0.6388888888888888,0.6641604010025063,0.32511111111110924,0.7004538577912254,0.32
10504,sigmoid_development,3,0.544029258898935,0.79,0.6133333333333333,0.5721518987341773,0.2211111111111106,0.5557228915662651,0.3333333333333333
10504,no_development,4,0.62,0.88,0.64,0.6370370370370371,0.2714999999999964,0.6308100929614874,0.8366666666666667
10504,linear_development,4,0.785,0.88,0.7666666666666667,0.7397959183673469,0.4987222222222165,0.7994616419919246,0.8255555555555556
10504,sigmoid_development,4,0.6208146563901339,0.88,0.6166666666666667,0.6474820143884892,0.24911111111110731,0.6127717391304348,0.8177777777777778
10504,no_development,5,0.62,0.94,0.6344444444444445,0.6675,0.29488888888888387,0.6237373737373737,0.88
10504,linear_development,5,0.86,0.94,0.85,0.8702830188679245,0.6833333333333345,0.87875,0.8888888888888888
10504,sigmoid_development,5,0.9,0.94,0.8711111111111111,0.8767441860465116,0.7098333333333356,0.9016602809706258,0.87
10505,no_development,1,0.62,0.5,0.63,0.6282352941176471,0.26849999999999896,0.6466346153846154,0.20777777777777778
10505,linear_development,1,0.56,0.5,0.6255555555555555,0.5812182741116751,0.24866666666666568,0.5638051044083526,0.20444444444444446
10505,sigmoid_development,1,0.54,0.5,0.6166666666666667,0.6004962779156328,0.24888888888888838,0.5475,0.2
10505,no_development,2,0.62,0.64,0.6333333333333333,0.6567164179104478,0.31316666666666554,0.6411214953271028,0.27
10505,linear_development,2,0.635,0.64,0.6177777777777778,0.6435643564356436,0.2846111111111099,0.6666666666666666,0.2633333333333333
10505,sigmoid_development,2,0.5401592702073942,0.64,0.5922222222222222,0.5710659898477157,0.20399999999999904,0.5342205323193916,0.25333333333333335
10505,no_development,3,0.62,0.79,0.6022222222222222,0.5980392156862745,0.21994444444444347,0.6034985422740525,0.3566666666666667
10505,linear_development,3,0.71,0.79,0.6322222222222222,0.6860759493670886,0.340055555555554,0.7151248164464024,0.3322222222222222
10505,sigmoid_development,3,0.544029258898935,0.79,0.5877777777777777,0.5547619047619048,0.15555555555555567,0.5210843373493976,0.3333333333333333
10505,no_development,4,0.62,0.88,0.6277777777777778,0.6265356265356266,0.24788888888888602,0.6240105540897097,0.8422222222222222
10505,linear_development,4,0.785,0.88,0.7422222222222222,0.7630331753554502,0.4790555555555494,0.7706919945725916,0.8188888888888889
10505,sigmoid_development,4,0.6208146563901339,0.88,0.6344444444444445,0.6167076167076168,0.2467222222222192,0.6292286874154263,0.8211111111111111
10505,no_development,5,0.62,0.94,0.6188888888888889,0.6116751269035533,0.2348888888888847,0.6073232323232324,0.88
10505,linear_development,5,0.86,0.94,0.8411111111111111,0.8445475638051044,0.6472222222222213,0.8654320987654321,0.9
10505,sigmoid_development,5,0.9,0.94,0.8722222222222222,0.8553615960099751,0.698888888888892,0.9025,0.8888888888888888
10506,no_development,1,0.62,0.5,0.6233333333333333,0.628428927680798,0.2816666666666655,0.6488372093023256,0.2111111111111111
10506,linear_development,1,0.56,0.5,0.5966666666666667,0.5955334987593052,0.2236111111111108,0.5650224215246636,0.21666666666666667
10506,sigmoid_development,1,0.54,0.5,0.5766666666666667,0.5819070904645477,0.18494444444444366,0.5395348837209303,0.23444444444444446
10506,no_development,2,0.62,0.64,0.5888888888888889,0.571072319201995,0.19305555555555556,0.608058608058608,0.2722222222222222
10506,linear_development,2,0.635,0.64,0.61,0.6354430379746835,0.2765555555555543,0.6615969581749049,0.2688888888888889
10506,sigmoid_development,2,0.5401592702073942,0.64,0.6033333333333334,0.5847665847665847,0.21449999999999902,0.5158878504672897,0.26555555555555554
10506,no_development,3,0.62,0.79,0.65,0.6329113924050633,0.3107777777777759,0.6234939759036144,0.34
10506,linear_development,3,0.71,0.79,0.64,0.6865671641791045,0.3434999999999981,0.691044776119403,0.33
10506,sigmoid_development,3,0.544029258898935,0.79,0.6088888888888889,0.5423728813559322,0.17249999999999988,0.543247344461305,0.3277777777777778
10506,no_development,4,0.62,0.88,0.6333333333333333,0.6236842105263158,0.2745555555555522,0.6192411924119241,0.82
10506,linear_development,4,0.785,0.88,0.7511111111111111,0.7358490566037735,0.4611111111111057,0.7797297297297298,0.8222222222222222
10506,sigmoid_development,4,0.6208146563901339,0.88,0.6211111111111111,0.6161369193154034,0.23099999999999732,0.628032345013477,0.8244444444444444
10506,no_development,5,0.62,0.94,0.6288888888888889,0.6155778894472361,0.2446111111111087,0.6235884567126725,0.8855555555555555
10506,linear_development,5,0.86,0.94,0.8555555555555555,0.8666666666666667,0.6958888888888904,0.8753148614609572,0.8822222222222222
10506,sigmoid_development,5,0.9,0.94,0.8722222222222222,0.8621553884711779,0.7060000000000032,0.8964646464646465,0.88
10507,no_development,1,0.62,0.5,0.6166666666666667,0.6090225563909775,0.2600555555555549,0.6041189931350115,0.1988888888888889
10507,linear_development,1,0.56,0.5,0.6022222222222222,0.5864485981308412,0.19883333333333333,0.5741176470588235,0.2011111111111111
10507,sigmoid_development,1,0.54,0.5,0.5688888888888889,0.5392670157068062,0.16855555555555554,0.5397590361445783,0.18444444444444444
10507,no_development,2,0.62,0.64,0.5822222222222222,0.5858585858585859,0.20505555555555485,0.6291512915129152,0.2544444444444444
10507,linear_development,2,0.635,0.64,0.6055555555555555,0.5853018372703412,0.24049999999999935,0.6055045871559633,0.2788888888888889
10507,sigmoid_development,2,0.5401592702073942,0.64,0.6155555555555555,0.635678391959799,0.2804444444444427,0.5613026819923371,0.2577777777777778
10507,no_development,3,0.62,0.79,0.6277777777777778,0.6370558375634517,0.2942222222222207,0.6282245827010622,0.31555555555555553
10507,linear_development,3,0.71,0.79,0.6488888888888888,0.7142857142857143,0.38855555555555327,0.7058823529411765,0.31777777777777777
10507,sigmoid_development,3,0.544029258898935,0.79,0.59,0.5823095823095823,0.19633333333333244,0.5615384615384615,0.31777777777777777
10507,no_development,4,0.62,0.88,0.6211111111111111,0.6215538847117794,0.24499999999999683,0.6246575342465753,0.8111111111111111
10507,linear_development,4,0.785,0.88,0.7644444444444445,0.7682619647355163,0.5183888888888826,0.7850467289719626,0.8322222222222222
10507,sigmoid_development,4,0.6208146563901339,0.88,0.6222222222222222,0.572429906542056,0.17422222222222053,0.6209677419354839,0.8266666666666667
10507,no_development,5,0.62,0.94,0.6177777777777778,0.6170731707317073,0.22394444444444025,0.6106304079110012,0.8988888888888888
10507,linear_development,5,0.86,0.94,0.8533333333333334,0.8702290076335878,0.6961111111111123,0.8721518987341772,0.8777777777777778
10507,sigmoid_development,5,0.9,0.94,0.8933333333333333,0.8883495145631068,0.7473888888888935,0.9237611181702668,0.8744444444444445
10508,no_development,1,0.62,0.5,0.6066666666666667,0.6278481012658228,0.2689999999999989,0.6036446469248291,0.22
10508,linear_development,1,0.56,0.5,0.6033333333333334,0.5896805896805897,0.22099999999999942,0.5460829493087558,0.22444444444444445
10508,sigmoid_development,1,0.54,0.5,0.6166666666666667,0.589242053789731,0.23205555555555463,0.5736263736263736,0.22555555555555556
10508,no_development,2,0.62,0.64,0.6244444444444445,0.6356589147286822,0.29827777777777675,0.647495361781076,0.25666666666666665
10508,linear_development,2,0.635,0.64,0.6088888888888889,0.6040100250626567,0.24438888888888824,0.6210720887245841,0.2677777777777778
10508,sigmoid_development,2,0.5401592702073942,0.64,0.5811111111111111,0.5676328502415459,0.1694444444444445,0.5549348230912476,0.2777777777777778
10508,no_development,3,0.62,0.79,0.5977777777777777,0.6287128712871287,0.24855555555555403,0.6326219512195121,0.31777777777777777
10508,linear_development,3,0.71,0.79,0.6444444444444445,0.6740196078431373,0.3322222222222203,0.7132243684992571,0.3333333333333333
10508,sigmoid_development,3,0.544029258898935,0.79,0.5688888888888889,0.5398009950248757,0.1415000000000007,0.5291479820627802,0.32555555555555554
10508,no_development,4,0.62,0.88,0.6266666666666667,0.628175519630485,0.22922222222222008,0.6148459383753502,0.7933333333333333
10508,linear_development,4,0.785,0.88,0.7722222222222223,0.7748815165876777,0.5194999999999935,0.8064085447263017,0.8322222222222222
10508,sigmoid_development,4,0.6208146563901339,0.88,0.6244444444444445,0.6426666666666667,0.2859444444444397,0.6193724420190996,0.8144444444444444
10508,no_development,5,0.62,0.94,0.6444444444444445,0.6216867469879518,0.25083333333332974,0.639751552795031,0.8944444444444445
10508,linear_development,5,0.86,0.94,0.85,0.823943661971831,0.638666666666664,0.8731343283582089,0.8933333333333333
10508,sigmoid_development,5,0.9,0.94,0.89,0.8753180661577609,0.7361111111111155,0.9024691358024691,0.9
10509,no_development,1,0.62,0.5,0.6166666666666667,0.6105990783410138,0.22894444444444328,0.6255506607929515,0.24333333333333335
10509,linear_development,1,0.56,0.5,0.5977777777777777,0.5791962174940898,0.1904444444444443,0.5883720930232558,0.23555555555555555
10509,sigmoid_development,1,0.54,0.5,0.5966666666666667,0.5925925925925926,0.1948333333333331,0.55,0.21444444444444444
10509,no_development,2,0.62,0.64,0.6166666666666667,0.6161616161616161,0.2658333333333328,0.6140684410646388,0.2611111111111111
10509,linear_development,2,0.635,0.64,0.62,0.6374695863746959,0.2751666666666649,0.6263537906137184,0.27444444444444444
10509,sigmoid_development,2,0.5401592702073942,0.64,0.6288888888888889,0.6029411764705882,0.2559444444444437,0.5423728813559322,0.2588888888888889
10509,no_development,3,0.62,0.79,0.5966666666666667,0.5945945945945946,0.2134444444444435,0.622356495468278,0.33111111111111113
10509,linear_development,3,0.71,0.79,0.6255555555555555,0.6339712918660287,0.26799999999999824,0.6860119047619048,0.3511111111111111
10509,sigmoid_development,3,0.544029258898935,0.79,0.5844444444444444,0.5575447570332481,0.18272222222222229,0.5428571428571428,0.34555555555555556
10509,no_development,4,0.62,0.88,0.6244444444444445,0.6111111111111112,0.2254444444444403,0.633423180592992,0.8244444444444444
10509,linear_development,4,0.785,0.88,0.76,0.7712895377128953,0.5093888888888828,0.7856191744340879,0.8344444444444444
10509,sigmoid_development,4,0.6208146563901339,0.88,0.6355555555555555,0.6097560975609756,0.23794444444444207,0.6248348745046235,0.8411111111111111
10509,no_development,5,0.62,0.94,0.6377777777777778,0.6497584541062802,0.2708333333333285,0.6273291925465838,0.8944444444444445
10509,linear_development,5,0.86,0.94,0.8233333333333334,0.8438287153652393,0.6413888888888866,0.8515723270440252,0.8833333333333333
10509,sigmoid_development,5,0.9,0.94,0.87,0.892018779342723,0.7247222222222253,0.9006451612903226,0.8611111111111112
10510,no_development,1,0.62,0.5,0.6066666666666667,0.6147959183673469,0.2609999999999994,0.589622641509434,0.20222222222222222
10510,linear_development,1,0.56,0.5,0.5788888888888889,0.5561097256857855,0.17205555555555552,0.5776805251641138,0.22555555555555556
10510,sigmoid_development,1,0.54,0.5,0.5944444444444444,0.5901234567901235,0.21488888888888807,0.5515587529976019,0.21333333333333335
10510,no_development,2,0.62,0.64,0.6066666666666667,0.5912240184757506,0.19961111111111046,0.6057692307692307,0.27444444444444444
10510,linear_development,2,0.635,0.64,0.6022222222222222,0.6455696202531646,0.27772222222222087,0.6563071297989032,0.2677777777777778
10510,sigmoid_development,2,0.5401592702073942,0.64,0.6033333333333334,0.5947242206235012,0.21449999999999894,0.5278810408921933,0.26555555555555554
10510,no_development,3,0.62,0.79,0.6055555555555555,0.6059113300492611,0.23311111111110977,0.6172106824925816,0.3377777777777778
10510,linear_development,3,0.71,0.79,0.6244444444444445,0.6577669902912622,0.29405555555555357,0.6925418569254186,0.3411111111111111
10510,sigmoid_development,3,0.544029258898935,0.79,0.56,0.5516431924882629,0.11777777777777854,0.5356083086053413,0.35555555555555557
10510,no_development,4,0.62,0.88,0.6411111111111111,0.6579634464751958,0.30822222222221884,0.6183510638297872,0.8355555555555556
10510,linear_development,4,0.785,0.88,0.7788888888888889,0.7632241813602015,0.5283888888888822,0.8024032042723631,0.8322222222222222
10510,sigmoid_development,4,0.6208146563901339,0.88,0.6088888888888889,0.5790816326530612,0.2005555555555539,0.6053333333333333,0.8333333333333334
10510,no_development,5,0.62,0.94,0.6133333333333333,0.6188118811881188,0.22722222222221897,0.6,0.8777777777777778
10510,linear_development,5,0.86,0.94,0.8322222222222222,0.8345679012345679,0.6392222222222195,0.8513853904282116,0.8822222222222222
10510,sigmoid_development,5,0.9,0.94,0.8644444444444445,0.8492462311557789,0.687722222222223,0.9001280409731114,0.8677777777777778
10511,no_development,1,0.62,0.5,0.5944444444444444,0.6085918854415274,0.2191111111111105,0.6209302325581395,0.21777777777777776
10511,linear_development,1,0.56,0.5,0.6055555555555555,0.5794871794871795,0.23099999999999943,0.5599022004889975,0.20222222222222222
10511,sigmoid_development,1,0.54,0.5,0.5833333333333334,0.5604113110539846,0.1931111111111106,0.5240274599542334,0.20444444444444446
10511,no_development,2,0.62,0.64,0.6066666666666667,0.649746192893401,0.28594444444444334,0.6053097345132743,0.2811111111111111
10511,linear_development,2,0.635,0.64,0.6011111111111112,0.64,0.26788888888888757,0.6275229357798165,0.2644444444444444
10511,sigmoid_development,2,0.5401592702073942,0.64,0.5955555555555555,0.5655339805825242,0.18405555555555483,0.5227686703096539,0.27444444444444444
10511,no_development,3,0.62,0.79,0.6177777777777778,0.6246973365617433,0.2551666666666651,0.6416184971098265,0.36333333333333334
10511,linear_development,3,0.71,0.79,0.6511111111111111,0.6831683168316832,0.35066666666666485,0.7226386806596702,0.32
10511,sigmoid_development,3,0.544029258898935,0.79,0.5855555555555556,0.5676328502415459,0.1711666666666667,0.5539358600583091,0.3322222222222222
10511,no_development,4,0.62,0.88,0.6266666666666667,0.5994897959183674,0.23572222222221878,0.6142668428005285,0.8411111111111111
10511,linear_development,4,0.785,0.88,0.7744444444444445,0.7769607843137255,0.5300555555555485,0.7984189723320159,0.8433333333333334
10511,sigmoid_development,4,0.6208146563901339,0.88,0.6177777777777778,0.5766423357664233,0.18999999999999886,0.6108108108108108,0.8222222222222222
10511,no_development,5,0.62,0.94,0.6088888888888889,0.620253164556962,0.23099999999999712,0.6022443890274314,0.8911111111111111
10511,linear_development,5,0.86,0.94,0.8411111111111111,0.8463476070528967,0.662111111111111,0.860613810741688,0.8688888888888889
10511,sigmoid_development,5,0.9,0.94,0.8888888888888888,0.8838862559241706,0.7363888888888922,0.9082802547770701,0.8722222222222222
10512,no_development,1,0.62,0.5,0.6022222222222222,0.6101694915254238,0.23444444444444354,0.61,0.2
10512,linear_development,1,0.56,0.5,0.6066666666666667,0.606516290726817,0.2472222222222216,0.5592841163310962,0.2111111111111111
10512,sigmoid_development,1,0.54,0.5,0.6177777777777778,0.628498727735369,0.2830555555555544,0.5596330275229358,0.20555555555555555
10512,no_development,2,0.62,0.64,0.6411111111111111,0.661498708010336,0.3362777777777763,0.6515426497277677,0.27444444444444444
10512,linear_development,2,0.635,0.64,0.6166666666666667,0.6039119804400978,0.24361111111111028,0.6227106227106227,0.2611111111111111
10512,sigmoid_development,2,0.5401592702073942,0.64,0.6144444444444445,0.5739795918367347,0.230055555555555,0.5223880597014925,0.26555555555555554
10512,no_development,3,0.62,0.79,0.6055555555555555,0.635036496350365,0.2554444444444431,0.6179604261796042,0.33555555555555555
10512,linear_development,3,0.71,0.79,0.64,0.7204819277108434,0.3654444444444425,0.7287878787878788,0.33555555555555555
10512,sigmoid_development,3,0.544029258898935,0.79,0.5877777777777777,0.5515587529976019,0.1550555555555559,0.5264705882352941,0.3433333333333333
10512,no_development,4,0.62,0.88,0.6477777777777778,0.6945107398568019,0.32227777777777294,0.6414073071718539,0.8211111111111111
10512,linear_development,4,0.785,0.88,0.7588888888888888,0.7708830548926014,0.5041666666666603,0.7731543624161074,0.8277777777777777
10512,sigmoid_development,4,0.6208146563901339,0.88,0.6233333333333333,0.6128266033254157,0.21966666666666493,0.6233243967828418,0.8288888888888889
10512,no_development,5,0.62,0.94,0.6266666666666667,0.6247030878859857,0.23211111111110952,0.612531969309463,0.8688888888888889
10512,linear_development,5,0.86,0.94,0.8344444444444444,0.8384074941451991,0.6369444444444432,0.8616352201257862,0.8833333333333333
10512,sigmoid_development,5,0.9,0.94,0.8766666666666667,0.885286783042394,0.7307222222222264,0.9021601016518425,0.8744444444444445
10513,no_development,1,0.62,0.5,0.5933333333333334,0.605080831408776,0.20205555555555468,0.6077481840193705,0.22555555555555556
10513,linear_development,1,0.56,0.5,0.5977777777777777,0.6225961538461539,0.2378333333333319,0.5919811320754716,0.22111111111111112
10513,sigmoid_development,1,0.54,0.5,0.6022222222222222,0.5873417721518988,0.2301111111111106,0.5691244239631337,0.19777777777777777
10513,no_development,2,0.62,0.64,0.6255555555555555,0.6085858585858586,0.2683888888888881,0.62756052141527,0.2544444444444444
10513,linear_development,2,0.635,0.64,0.6088888888888889,0.6209476309226932,0.25816666666666616,0.65,0.2588888888888889
10513,sigmoid_development,2,0.5401592702073942,0.64,0.5833333333333334,0.5753086419753086,0.18688888888888844,0.5551537070524413,0.28444444444444444
10513,no_development,3,0.62,0.79,0.62,0.6495098039215687,0.2854444444444425,0.642962962962963,0.33555555555555555
10513,linear_development,3,0.71,0.79,0.6433333333333333,0.6723716381418093,0.3282777777777765,0.6998491704374057,0.34555555555555556
10513,sigmoid_development,3,0.544029258898935,0.79,0.5988888888888889,0.5732009925558312,0.2004999999999993,0.5650842266462481,0.3233333333333333
10513,no_development,4,0.62,0.88,0.6277777777777778,0.6061381074168798,0.24394444444444124,0.6208277703604806,0.8322222222222222
10513,linear_development,4,0.785,0.88,0.7888888888888889,0.7989821882951654,0.5721666666666602,0.8083670715249662,0.8233333333333334
10513,sigmoid_development,4,0.6208146563901339,0.88,0.6155555555555555,0.6184538653366584,0.23444444444444204,0.6013513513513513,0.8222222222222222
10513,no_development,5,0.62,0.94,0.62,0.6372315035799523,0.236999999999998,0.6203931203931204,0.9044444444444445
10513,linear_development,5,0.86,0.94,0.8366666666666667,0.8542199488491049,0.6669999999999991,0.8630490956072352,0.86
10513,sigmoid_development,5,0.9,0.94,0.8744444444444445,0.896551724137931,0.7375000000000035,0.8942675159235669,0.8722222222222222
10514,no_development,1,0.62,0.5,0.6222222222222222,0.6272493573264781,0.29061111111110993,0.6234413965087282,0.18777777777777777
10514,linear_development,1,0.56,0.5,0.5766666666666667,0.6094527363184079,0.216777777777777,0.5627802690582959,0.22
10514,sigmoid_development,1,0.54,0.5,0.5977777777777777,0.6383495145631068,0.2561111111111104,0.5360576923076923,0.2111111111111111
10514,no_development,2,0.62,0.64,0.6455555555555555,0.6476190476190476,0.30227777777777626,0.6294326241134752,0.2877777777777778
10514,linear_development,2,0.635,0.64,0.6222222222222222,0.6454767726161369,0.2854444444444434,0.6340579710144928,0.2911111111111111
10514,sigmoid_development,2,0.5401592702073942,0.64,0.5711111111111111,0.5353535353535354,0.14877777777777806,0.5226039783001808,0.2688888888888889
10514,no_development,3,0.62,0.79,0.5944444444444444,0.6061320754716981,0.20622222222222206,0.6160990712074303,0.3422222222222222
10514,linear_development,3,0.71,0.79,0.6366666666666667,0.6580976863753213,0.3254999999999979,0.6687598116169545,0.31222222222222223
10514,sigmoid_development,3,0.544029258898935,0.79,0.6044444444444445,0.6059225512528473,0.2016111111111102,0.545045045045045,0.36777777777777776
