seed,model,final_A_TF,final_R_ethical,final_W_conf,final_H_self,final_capture_resistance,decision_accuracy,high_stakes_accuracy,long_term_trajectory_value,external_capture_rate,epistemic_error_rate,normative_error_rate,independent_success_rate
12009,protected_plus_error_attribution,0.95,0.9334,0.5763733884529706,0.1,0.95,0.5236666666666666,0.5259203606311045,0.08747166666666738,0.31319234642497484,0.07266666666666667,0.16633333333333333,0.30733333333333335
12010,static_no_update,0.24,0.55,0.58,0.66,0.3,0.528,0.5231235784685367,0.09327833333333166,0.3522388059701492,0.05633333333333333,0.191,0.30366666666666664
12010,punitive_v254_style,0.6126863379798914,0.5,0.58,0.8965000000000001,0.947,0.481,0.4759036144578313,0.0015066666666674138,0.3813640730067243,0.060333333333333336,0.20433333333333334,0.292
12010,protected_thirdfactor,0.95,0.94,0.58,0.10600000000000001,0.95,0.541,0.531752104055088,0.11775166666666621,0.31568228105906315,0.07633333333333334,0.154,0.31266666666666665
12010,protected_plus_error_attribution,0.95,0.94,0.6193548938799647,0.1,0.95,0.5386666666666666,0.5294985250737463,0.09751333333333355,0.3398357289527721,0.07733333333333334,0.15866666666666668,0.31166666666666665
12011,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5156666666666667,0.5003885003885004,0.071985000000001,0.36065573770491804,0.057666666666666665,0.20033333333333334,0.2846666666666667
12011,punitive_v254_style,0.943,0.5,0.58,0.9,0.95,0.5066666666666667,0.5194508009153318,0.07137166666666771,0.32619279454722494,0.059,0.18633333333333332,0.299
12011,protected_thirdfactor,0.95,0.9319999999999999,0.58,0.1,0.95,0.5523333333333333,0.5718518518518518,0.15124999999999653,0.32188420019627084,0.07233333333333333,0.15866666666666668,0.33666666666666667
12011,protected_plus_error_attribution,0.95,0.9334,0.6587705606336179,0.1,0.95,0.544,0.5313868613138686,0.1000166666666662,0.332378223495702,0.06433333333333334,0.16933333333333334,0.322
12012,static_no_update,0.24,0.55,0.58,0.66,0.3,0.494,0.47899778924097275,0.006834999999999938,0.3671147880041365,0.06066666666666667,0.19266666666666668,0.2786666666666667
12012,punitive_v254_style,0.8453295063947693,0.5,0.58,0.9,0.95,0.5,0.4909234411996843,0.05521833333333455,0.3762183235867446,0.059333333333333335,0.20233333333333334,0.2743333333333333
12012,protected_thirdfactor,0.95,0.9239999999999999,0.58,0.10600000000000001,0.95,0.555,0.5596612779060816,0.1585116666666627,0.325024925224327,0.07366666666666667,0.15533333333333332,0.323
12012,protected_plus_error_attribution,0.95,0.94,0.6400567881405476,0.1,0.95,0.5383333333333333,0.5339233038348082,0.1011799999999994,0.3363728470111449,0.06866666666666667,0.17333333333333334,0.31366666666666665
12013,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5126666666666667,0.5154185022026432,0.05677666666666802,0.33861386138613864,0.059,0.19366666666666665,0.30933333333333335
12013,punitive_v254_style,0.1,0.5,0.58,0.8965000000000001,0.1,0.437,0.4355919583023083,-0.068415,0.6914893617021277,0.086,0.193,0.001
12013,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.563,0.5346907993966817,0.13619666666666494,0.32019704433497537,0.06733333333333333,0.15233333333333332,0.31966666666666665
12013,protected_plus_error_attribution,0.95,0.9378,0.686926054870422,0.1,0.95,0.566,0.5683018867924529,0.16920833333333024,0.29902912621359223,0.056666666666666664,0.16866666666666666,0.3273333333333333
12014,static_no_update,0.24,0.55,0.58,0.66,0.3,0.509,0.5040470934510669,0.04381166666666789,0.3333333333333333,0.06566666666666666,0.192,0.30433333333333334
12014,punitive_v254_style,0.1,0.5,0.58,0.8955000000000002,0.1,0.42966666666666664,0.4302235929067078,-0.06314,0.7088235294117647,0.09466666666666666,0.18666666666666668,0.0033333333333333335
12014,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.5293333333333333,0.518025078369906,0.10444666666666551,0.35443037974683544,0.07533333333333334,0.16033333333333333,0.29233333333333333
12014,protected_plus_error_attribution,0.95,0.9294000000000002,0.6404535161308506,0.1,0.95,0.5436666666666666,0.5473071324599709,0.11296999999999982,0.3231707317073171,0.07333333333333333,0.16433333333333333,0.326
12015,static_no_update,0.24,0.55,0.58,0.66,0.3,0.506,0.49498069498069497,0.054891666666668004,0.3373253493013972,0.06066666666666667,0.205,0.288
12015,punitive_v254_style,0.8704453137605533,0.5,0.58,0.9,0.947,0.49033333333333334,0.4849624060150376,0.018150000000000357,0.3646353646353646,0.06533333333333333,0.198,0.283
12015,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.547,0.5335365853658537,0.12369333333333132,0.32196969696969696,0.069,0.16866666666666666,0.31166666666666665
12015,protected_plus_error_attribution,0.95,0.9378,0.6166882357219796,0.1,0.95,0.5373333333333333,0.5155656795747912,0.0966349999999998,0.3286852589641434,0.064,0.17133333333333334,0.308
12016,static_no_update,0.24,0.55,0.58,0.66,0.3,0.507,0.5079485238455715,0.05825500000000116,0.33978702807357214,0.06366666666666666,0.19833333333333333,0.2926666666666667
12016,punitive_v254_style,0.1,0.5,0.58,0.9,0.1,0.42,0.4127230411171451,-0.08494666666666668,0.7278165503489531,0.09433333333333334,0.203,0.0036666666666666666
12016,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.556,0.5411320754716981,0.13520833333333027,0.31133004926108376,0.078,0.16366666666666665,0.316
12016,protected_plus_error_attribution,0.95,0.94,0.6161734768471181,0.1039,0.95,0.532,0.5304740406320542,0.10049500000000032,0.31648129423660265,0.07466666666666667,0.16433333333333333,0.309
12017,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5213333333333333,0.5360902255639097,0.0944833333333331,0.3371757925072046,0.051333333333333335,0.19233333333333333,0.306
12017,punitive_v254_style,0.9155328660594236,0.5,0.58,0.8955000000000002,0.95,0.49766666666666665,0.4799405646359584,0.015296666666667135,0.3642578125,0.053,0.21233333333333335,0.2896666666666667
12017,protected_thirdfactor,0.95,0.9274,0.58,0.1,0.95,0.55,0.5505791505791506,0.14689166666666237,0.29611166500498504,0.06733333333333333,0.15366666666666667,0.32033333333333336
12017,protected_plus_error_attribution,0.95,0.9378,0.5928559252478888,0.1,0.95,0.55,0.5440844009042954,0.13118499999999697,0.3172613307618129,0.07666666666666666,0.15733333333333333,0.317
12018,static_no_update,0.24,0.55,0.58,0.66,0.3,0.49733333333333335,0.5033758439609902,0.04044833333333397,0.35370741482965934,0.06366666666666666,0.196,0.29633333333333334
12018,punitive_v254_style,0.1,0.5,0.58,0.9,0.1,0.42133333333333334,0.420174741858618,-0.065345,0.7227227227227228,0.08633333333333333,0.20166666666666666,0.0
12018,protected_thirdfactor,0.95,0.9319999999999999,0.58,0.1,0.95,0.536,0.5372023809523809,0.10565333333333296,0.34791454730417093,0.07633333333333334,0.16733333333333333,0.30766666666666664
12018,protected_plus_error_attribution,0.95,0.94,0.6691097434846621,0.1,0.95,0.561,0.5526512322628827,0.14604499999999743,0.3091247672253259,0.07033333333333333,0.14566666666666667,0.3363333333333333
12019,static_no_update,0.24,0.55,0.58,0.66,0.3,0.49966666666666665,0.4946889226100152,0.04029000000000045,0.377601585728444,0.058666666666666666,0.192,0.287
12019,punitive_v254_style,0.9141388773224597,0.5,0.58,0.875500000000001,0.95,0.5086666666666667,0.5144157814871017,0.06662333333333456,0.3653281096963761,0.053,0.206,0.2986666666666667
12019,protected_thirdfactor,0.95,0.9377,0.58,0.1,0.95,0.5413333333333333,0.5401621223286662,0.10950166666666644,0.319672131147541,0.06666666666666667,0.17366666666666666,0.31466666666666665
12019,protected_plus_error_attribution,0.95,0.94,0.6678666017364147,0.1,0.95,0.5436666666666666,0.5500387897595035,0.1419616666666645,0.31957773512476007,0.07466666666666667,0.16966666666666666,0.30966666666666665
12020,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5226666666666666,0.514797507788162,0.09235333333333384,0.369140625,0.050666666666666665,0.19833333333333333,0.28833333333333333
12020,punitive_v254_style,0.94,0.5,0.58,0.9,0.947,0.499,0.4969418960244648,0.04507333333333447,0.35750251762336355,0.065,0.19666666666666666,0.2813333333333333
12020,protected_thirdfactor,0.95,0.9319999999999999,0.58,0.10600000000000001,0.95,0.5473333333333333,0.5436598329536826,0.13130166666666432,0.32082922013820336,0.067,0.16366666666666665,0.312
12020,protected_plus_error_attribution,0.95,0.94,0.6056619307410872,0.1,0.95,0.544,0.5406885758998435,0.13775666666666375,0.33736059479553904,0.06666666666666667,0.16733333333333333,0.305
12021,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5153333333333333,0.5124223602484472,0.0816400000000012,0.35785288270377735,0.058,0.178,0.298
12021,punitive_v254_style,0.1,0.5,0.58,0.9,0.1,0.4056666666666667,0.40279937791601866,-0.10636833333333334,0.7152509652509652,0.098,0.19066666666666668,0.0006666666666666666
12021,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.542,0.5287691187181355,0.09464833333333385,0.32825880114176975,0.071,0.168,0.31466666666666665
12021,protected_plus_error_attribution,0.95,0.9378,0.6030033025114693,0.1039,0.95,0.5386666666666666,0.5274725274725275,0.09274166666666715,0.3163163163163163,0.06866666666666667,0.167,0.30833333333333335
12022,static_no_update,0.24,0.55,0.58,0.66,0.3,0.4886666666666667,0.48103186646433993,0.017290000000000815,0.37512437810945276,0.058666666666666666,0.20633333333333334,0.2743333333333333
12022,punitive_v254_style,0.6652921180366623,0.5,0.58,0.8805000000000012,0.95,0.49,0.49436513899323814,0.025805000000001105,0.3816793893129771,0.062,0.20033333333333334,0.2786666666666667
12022,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.567,0.5750394944707741,0.19356333333333162,0.30422264875239924,0.061,0.164,0.32466666666666666
12022,protected_plus_error_attribution,0.95,0.94,0.663977047189232,0.1,0.95,0.5443333333333333,0.5495638382236321,0.1509549999999971,0.3142050799623706,0.05533333333333333,0.16266666666666665,0.313
12023,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5006666666666667,0.4996214988644966,0.04458833333333423,0.38659320477502296,0.066,0.19333333333333333,0.2876666666666667
12023,punitive_v254_style,0.1,0.5,0.58,0.9,0.1,0.43833333333333335,0.4569932685115931,-0.04669333333333334,0.6928429423459245,0.087,0.197,0.015333333333333332
12023,protected_thirdfactor,0.95,0.9359999999999999,0.58,0.1,0.95,0.5453333333333333,0.5467680608365019,0.13265833333332946,0.33728981206726016,0.065,0.169,0.31633333333333336
12023,protected_plus_error_attribution,0.95,0.94,0.6669148526037287,0.1,0.95,0.5573333333333333,0.5651503469545104,0.16620166666666283,0.3083832335329341,0.06166666666666667,0.15633333333333332,0.31966666666666665
12024,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5106666666666667,0.5217391304347826,0.07737166666666782,0.36736641221374045,0.06433333333333334,0.184,0.2966666666666667
12024,punitive_v254_style,0.9482702257123113,0.5069212143665566,0.58,0.8920000000000002,0.95,0.497,0.49145962732919257,0.04530666666666787,0.36538461538461536,0.058666666666666666,0.21466666666666667,0.2803333333333333
12024,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.5613333333333334,0.5514650638617581,0.14780499999999666,0.313404050144648,0.07166666666666667,0.15233333333333332,0.327
12024,protected_plus_error_attribution,0.95,0.94,0.6218672720678926,0.1,0.95,0.5503333333333333,0.5541059094397545,0.14779833333333114,0.3204868154158215,0.07333333333333333,0.15666666666666668,0.31433333333333335
12025,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5016666666666667,0.5046439628482973,0.05992666666666764,0.373574144486692,0.06133333333333333,0.20133333333333334,0.2826666666666667
12025,punitive_v254_style,0.1,0.5,0.58,0.8970000000000004,0.1,0.439,0.4414814814814815,-0.06376,0.713307240704501,0.09233333333333334,0.19066666666666668,0.002
12025,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.5656666666666667,0.5789068514241724,0.18584499999999726,0.3409316154608523,0.07033333333333333,0.15433333333333332,0.333
12025,protected_plus_error_attribution,0.95,0.9391,0.6093589315425243,0.1,0.95,0.545,0.5369340746624305,0.1416449999999965,0.3379583746283449,0.071,0.15666666666666668,0.2996666666666667
12026,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5056666666666667,0.5049354593773728,0.05563500000000124,0.3674698795180723,0.056,0.202,0.2853333333333333
12026,punitive_v254_style,0.1,0.5006,0.58,0.8875000000000004,0.1,0.435,0.43333333333333335,-0.06376,0.7240325865580448,0.097,0.19533333333333333,0.0016666666666666668
12026,protected_thirdfactor,0.95,0.9211,0.58,0.11200000000000002,0.95,0.547,0.5321456235476375,0.1292716666666643,0.341796875,0.065,0.15366666666666667,0.309
12026,protected_plus_error_attribution,0.95,0.94,0.6418973867703779,0.1039,0.95,0.5606666666666666,0.5484848484848485,0.14793333333333025,0.31976166832174774,0.072,0.149,0.31366666666666665
12027,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5133333333333333,0.5176211453744494,0.059443333333334694,0.3458870168483647,0.056666666666666664,0.183,0.29833333333333334
12027,punitive_v254_style,0.1,0.5,0.58,0.8785000000000007,0.1,0.43233333333333335,0.43871449925261585,-0.06894,0.7079646017699115,0.093,0.18733333333333332,0.011666666666666667
12027,protected_thirdfactor,0.95,0.9359999999999999,0.58,0.1,0.95,0.554,0.5634016704631739,0.15530166666666514,0.3012757605495584,0.06733333333333333,0.16466666666666666,0.324
12027,protected_plus_error_attribution,0.95,0.9369000000000001,0.5489419736716221,0.1,0.95,0.5283333333333333,0.5335849056603773,0.10087499999999794,0.3282208588957055,0.087,0.15966666666666668,0.30233333333333334
12028,static_no_update,0.24,0.55,0.58,0.66,0.3,0.495,0.4955022488755622,0.03077000000000129,0.36923076923076925,0.062,0.195,0.2783333333333333
12028,punitive_v254_style,0.9332349938579596,0.5,0.58,0.9,0.95,0.49533333333333335,0.4896551724137931,0.03610833333333439,0.3627450980392157,0.060333333333333336,0.20666666666666667,0.289
12028,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.5613333333333334,0.5579655946148093,0.15173499999999737,0.3161094224924012,0.060333333333333336,0.154,0.31866666666666665
12028,protected_plus_error_attribution,0.95,0.9378,0.5320669544310269,0.1,0.95,0.539,0.552059925093633,0.12475833333333142,0.3390804597701149,0.07533333333333334,0.15033333333333335,0.32266666666666666
12029,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5036666666666667,0.5185735512630015,0.055963333333334656,0.3505535055350554,0.07033333333333333,0.18333333333333332,0.304
12029,punitive_v254_style,0.7025524341281327,0.5,0.58,0.9,0.947,0.4876666666666667,0.48214285714285715,0.02797333333333433,0.3832684824902724,0.054,0.20133333333333334,0.2793333333333333
12029,protected_thirdfactor,0.95,0.9319999999999999,0.58,0.10600000000000001,0.95,0.5543333333333333,0.5507462686567164,0.13736666666666378,0.3035019455252918,0.06866666666666667,0.154,0.324
12029,protected_plus_error_attribution,0.95,0.9356,0.6139963902503909,0.1039,0.95,0.5436666666666666,0.5534779356768885,0.13006833333332962,0.3522267206477733,0.07333333333333333,0.162,0.318
12030,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5163333333333333,0.5174721189591078,0.06797500000000133,0.35212660731948564,0.061,0.185,0.299
12030,punitive_v254_style,0.1,0.5,0.58,0.9,0.1,0.43633333333333335,0.4329446064139942,-0.08271833333333334,0.7126213592233009,0.102,0.196,0.006666666666666667
12030,protected_thirdfactor,0.95,0.9337,0.58,0.1,0.95,0.5463333333333333,0.5392231530845393,0.1276816666666623,0.31368821292775667,0.07733333333333334,0.15466666666666667,0.31533333333333335
12030,protected_plus_error_attribution,0.95,0.9382000000000001,0.6602880744383263,0.1039,0.95,0.5496666666666666,0.5622188905547226,0.14476999999999857,0.3477406679764244,0.073,0.15533333333333332,0.31933333333333336
12031,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5173333333333333,0.4969512195121951,0.06202666666666801,0.35282837967401726,0.06,0.19433333333333333,0.29233333333333333
12031,punitive_v254_style,0.946,0.5,0.58,0.879000000000001,0.95,0.514,0.5171339563862928,0.08568666666666765,0.36525172754195456,0.05433333333333333,0.19366666666666665,0.2916666666666667
12031,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.56,0.5835843373493976,0.17583999999999625,0.31781376518218624,0.06566666666666666,0.158,0.3353333333333333
12031,protected_plus_error_attribution,0.95,0.9378,0.5459216262682186,0.1,0.95,0.5326666666666666,0.5469483568075117,0.13175666666666402,0.35,0.075,0.16133333333333333,0.3006666666666667
12032,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5033333333333333,0.5068912710566615,0.05876333333333443,0.3757637474541752,0.059,0.198,0.28633333333333333
12032,punitive_v254_style,0.1,0.5,0.58,0.9,0.1,0.42733333333333334,0.4219219219219219,-0.08608166666666667,0.7227319062181448,0.09366666666666666,0.20233333333333334,0.0016666666666666668
12032,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.5526666666666666,0.5440060698027314,0.1366233333333288,0.31902439024390244,0.07033333333333333,0.146,0.32233333333333336
12032,protected_plus_error_attribution,0.95,0.9334,0.6191605987357827,0.1039,0.95,0.5566666666666666,0.5579432079815809,0.15746499999999655,0.29604628736740596,0.072,0.15166666666666667,0.324
12033,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5193333333333333,0.5247376311844077,0.0811033333333346,0.33783783783783783,0.06233333333333333,0.18533333333333332,0.30266666666666664
12033,punitive_v254_style,0.9157613558053359,0.5054763709854765,0.58,0.8815000000000004,0.95,0.49933333333333335,0.5053435114503817,0.05206166666666806,0.36852589641434264,0.05333333333333334,0.20266666666666666,0.287
12033,protected_thirdfactor,0.95,0.9359999999999999,0.58,0.1,0.95,0.5556666666666666,0.5502645502645502,0.1435649999999982,0.31839847473784555,0.06933333333333333,0.158,0.31533333333333335
12033,protected_plus_error_attribution,0.95,0.9378,0.5434899731535465,0.1,0.95,0.5383333333333333,0.5164670658682635,0.09208000000000097,0.32662835249042144,0.08066666666666666,0.152,0.29933333333333334
12034,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5056666666666667,0.5060606060606061,0.05560000000000067,0.3574144486692015,0.06233333333333333,0.18833333333333332,0.29433333333333334
12034,punitive_v254_style,0.9408979730423827,0.5,0.58,0.8670000000000017,0.95,0.4886666666666667,0.4678407350689127,0.010096666666666903,0.3629191321499014,0.058,0.216,0.273
12034,protected_thirdfactor,0.95,0.9359999999999999,0.58,0.1,0.95,0.5563333333333333,0.5511869436201781,0.13727333333333186,0.32969215491559084,0.07066666666666667,0.15266666666666667,0.32033333333333336
12034,protected_plus_error_attribution,0.95,0.94,0.6527275969563464,0.1039,0.95,0.5556666666666666,0.5563325563325563,0.15998499999999652,0.3314447592067989,0.072,0.15866666666666668,0.3233333333333333
12035,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5113333333333333,0.521412471825695,0.0711383333333341,0.33433433433433435,0.06233333333333333,0.19866666666666666,0.30533333333333335
12035,punitive_v254_style,0.1,0.5,0.58,0.8965000000000001,0.1,0.42333333333333334,0.4225908372827804,-0.06426833333333333,0.706963249516441,0.09533333333333334,0.20533333333333334,0.006666666666666667
12035,protected_thirdfactor,0.95,0.9217,0.58,0.11200000000000002,0.95,0.525,0.5224111282843895,0.09790333333333379,0.3349802371541502,0.06566666666666666,0.17366666666666666,0.29733333333333334
12035,protected_plus_error_attribution,0.95,0.9325000000000001,0.6452090164413578,0.1,0.95,0.558,0.5699708454810496,0.14865999999999555,0.3125,0.07166666666666667,0.15966666666666668,0.334
12036,static_no_update,0.24,0.55,0.58,0.66,0.3,0.513,0.5216072782410918,0.0769450000000014,0.3391812865497076,0.065,0.172,0.303
12036,punitive_v254_style,0.1,0.5,0.58,0.8920000000000002,0.1,0.438,0.4317484662576687,-0.05608166666666667,0.7034068136272545,0.1,0.19166666666666668,0.0013333333333333333
12036,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.5563333333333333,0.5404780262143408,0.14386833333332924,0.3286991062562066,0.06766666666666667,0.176,0.31033333333333335
12036,protected_plus_error_attribution,0.95,0.94,0.6633684753805824,0.1039,0.95,0.5566666666666666,0.5693261037955074,0.17093833333332947,0.3224254090471607,0.066,0.15266666666666667,0.31833333333333336
12037,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5073333333333333,0.4825796886582654,0.026261666666668092,0.3605108055009823,0.05433333333333333,0.191,0.2876666666666667
