seed,model,final_holdout_recall,final_holdout_violation_rate,trap_capture_rate,trajectory_value,specialist_advice_rate,thirdfactor_review_rate,review_effective_change_rate,final_Q,composite
19403,FULL_direct_A,0.8943661971830986,0.2746478873239437,0.08968926553672317,0.7172255999999992,0.0,0.0,0.0,0.94,0.8251551542165989
19403,PTVM_advisory_A,0.8943661971830986,0.2887323943661972,0.22598870056497175,0.7157436000000019,0.4346,0.4346,0.17901518637827887,0.94,0.7723477404503862
19403,PTVM_advisory_A_highconf,0.9295774647887324,0.2535211267605634,0.1596045197740113,0.739564,0.0992,0.0992,0.1774193548387097,0.94,0.8265248537916765
19404,PTVM,0.9615384615384616,0.23076923076923078,0.12976022566995768,0.7459399999999993,0.0,0.0,0.0,0.94,0.8540051856352391
19404,FULL_direct_A,0.9153846153846154,0.27692307692307694,0.0930888575458392,0.7149071999999992,0.0,0.0,0.0,0.94,0.8297482838754475
19404,PTVM_advisory_A,0.9538461538461539,0.23076923076923078,0.22284908321579688,0.714280400000002,0.4418,0.4418,0.18243549117247623,0.94,0.8046578018183794
19404,PTVM_advisory_A_highconf,0.9615384615384616,0.23076923076923078,0.16995768688293372,0.7319675999999999,0.113,0.113,0.18053097345132743,0.94,0.8375212133926441
19405,PTVM,0.9609375,0.1796875,0.15132048536759457,0.7545663999999987,0.0,0.0,0.0,0.94,0.8640085579264809
19405,FULL_direct_A,0.8671875,0.25,0.10563882940756603,0.7247399999999987,0.0,0.0,0.0,0.94,0.8214764841184866
19405,PTVM_advisory_A,0.921875,0.1953125,0.23411848679514632,0.7467436000000018,0.4454,0.4454,0.19892231701841043,0.94,0.8079893976409711
19405,PTVM_advisory_A_highconf,0.9609375,0.1796875,0.1812990720913633,0.7533151999999994,0.1116,0.1116,0.16666666666666666,0.94,0.8521826005817272
19406,PTVM,0.9385964912280702,0.2807017543859649,0.14138641043239533,0.738691199999999,0.0,0.0,0.0,0.94,0.8308644666854506
19406,FULL_direct_A,0.868421052631579,0.32456140350877194,0.09540150995195608,0.7202575999999988,0.0,0.0,0.0,0.94,0.8043571829218893
19406,PTVM_advisory_A,0.9122807017543859,0.2982456140350877,0.24227865477007549,0.7190300000000016,0.4466,0.4466,0.20555306762203313,0.94,0.772143076063529
19406,PTVM_advisory_A_highconf,0.9385964912280702,0.2807017543859649,0.17844886753603295,0.7256619999999996,0.1126,0.1126,0.19538188277087035,0.94,0.8152161352647233
19407,PTVM,0.9354838709677419,0.27419354838709675,0.1469559132260322,0.7127247999999982,0.0,0.0,0.0,0.94,0.8252505515483416
19407,FULL_direct_A,0.8951612903225806,0.3064516129032258,0.09657102869139259,0.694610399999998,0.0,0.0,0.0,0.94,0.8115433581326889
19407,PTVM_advisory_A,0.9032258064516129,0.2903225806451613,0.2470258922323303,0.6784008000000008,0.436,0.436,0.20550458715596331,0.94,0.7628620783277277
19407,PTVM_advisory_A_highconf,0.9354838709677419,0.27419354838709675,0.18334499650104968,0.7060627999999988,0.1078,0.1078,0.19109461966604824,0.94,0.8112503348933382
19408,PTVM,0.9344262295081968,0.1885245901639344,0.14642609299097847,0.7269479999999984,0.0,0.0,0.0,0.94,0.8493011027132794
19408,FULL_direct_A,0.860655737704918,0.2459016393442623,0.10825815405968078,0.7014551999999982,0.0,0.0,0.0,0.94,0.8153607206634734
19408,PTVM_advisory_A,0.9098360655737705,0.19672131147540983,0.24566273421235255,0.7115640000000013,0.4388,0.4388,0.19325432999088424,0.94,0.7950107449608084
19408,PTVM_advisory_A_highconf,0.9344262295081968,0.1885245901639344,0.18806384455239417,0.718573599999999,0.1168,0.1168,0.18493150684931506,0.94,0.8334586724009964
19409,PTVM,0.9375,0.2578125,0.1386001386001386,0.7139671999999991,0.0,0.0,0.0,0.94,0.8318702872799721
19409,FULL_direct_A,0.875,0.296875,0.09632709632709632,0.690749599999999,0.0,0.0,0.0,0.94,0.8071657507345806
19409,PTVM_advisory_A,0.9140625,0.2734375,0.24116424116424118,0.6920924000000018,0.4398,0.4398,0.18917689859026832,0.94,0.7740550067671521
19409,PTVM_advisory_A_highconf,0.9375,0.2578125,0.17186417186417186,0.7080259999999997,0.1106,0.1106,0.15551537070524413,0.94,0.8184992406271656
19410,PTVM,0.95,0.225,0.16160220994475138,0.7327255999999984,0.0,0.0,0.0,0.94,0.8429746780110494
19410,FULL_direct_A,0.875,0.2916666666666667,0.10980662983425414,0.7051623999999982,0.0,0.0,0.0,0.94,0.8086544873664823
19410,PTVM_advisory_A,0.95,0.225,0.2472375690607735,0.7346504000000013,0.4248,0.4248,0.1854990583804143,0.94,0.8049925661878456
19410,PTVM_advisory_A_highconf,0.95,0.225,0.20165745856353592,0.7326363999999992,0.1178,0.1178,0.17487266553480477,0.94,0.8290557882872926
19411,PTVM,0.9024390243902439,0.3170731707317073,0.13464235624123422,0.7159231999999991,0.0,0.0,0.0,0.94,0.8077195833858994
19411,FULL_direct_A,0.8536585365853658,0.36585365853658536,0.09537166900420757,0.6959191999999988,0.0,0.0,0.0,0.94,0.7847436525406217
19411,PTVM_advisory_A,0.9024390243902439,0.3252032520325203,0.22300140252454417,0.7032728000000015,0.4408,0.4408,0.18784029038112524,0.94,0.7634451738040345
19411,PTVM_advisory_A_highconf,0.9024390243902439,0.3170731707317073,0.16690042075736325,0.7100419999999996,0.1046,0.1046,0.13766730401529637,0.94,0.7948617304826736
19412,PTVM,0.9292035398230089,0.23893805309734514,0.14628975265017669,0.7424791999999988,0.0,0.0,0.0,0.94,0.8382644381425308
19412,FULL_direct_A,0.8849557522123894,0.26548672566371684,0.10176678445229682,0.7212287999999986,0.0,0.0,0.0,0.94,0.8230074473573281
19412,PTVM_advisory_A,0.9292035398230089,0.24778761061946902,0.23674911660777384,0.7246924000000017,0.4342,0.4342,0.1957623215108245,0.94,0.792692815970481
19412,PTVM_advisory_A_highconf,0.9292035398230089,0.23893805309734514,0.1773851590106007,0.7367027999999995,0.107,0.107,0.15327102803738318,0.94,0.8255400768704461
19413,PTVM,0.9454545454545454,0.32727272727272727,0.13150492264416316,0.7516407999999989,0.0,0.0,0.0,0.94,0.825845357289349
19413,FULL_direct_A,0.8909090909090909,0.37272727272727274,0.0949367088607595,0.7300383999999989,0.0,0.0,0.0,0.94,0.8011112473187569
19413,PTVM_advisory_A,0.9454545454545454,0.32727272727272727,0.20815752461322082,0.7420244000000016,0.443,0.443,0.17381489841986456,0.94,0.786441556895538
19413,PTVM_advisory_A_highconf,0.9454545454545454,0.32727272727272727,0.16033755274261605,0.7499567999999994,0.1036,0.1036,0.13127413127413126,0.94,0.8145620312696584
19414,PTVM,0.9375,0.2777777777777778,0.1348933241569167,0.7263943999999986,0.0,0.0,0.0,0.94,0.8301057707241721
19414,FULL_direct_A,0.9236111111111112,0.2847222222222222,0.09772883688919477,0.7086199999999983,0.0,0.0,0.0,0.94,0.8280810103999385
19414,PTVM_advisory_A,0.9375,0.2777777777777778,0.22986923606331727,0.7046652000000013,0.4442,0.4442,0.17964880684376408,0.94,0.7845547483428924
19414,PTVM_advisory_A_highconf,0.9375,0.2777777777777778,0.1720578114246387,0.7246855999999992,0.1076,0.1076,0.16171003717472118,0.94,0.8169511132706276
19415,PTVM,0.9508196721311475,0.2540983606557377,0.11896431070678797,0.7363279999999989,0.0,0.0,0.0,0.94,0.8451940493340521
19415,FULL_direct_A,0.8852459016393442,0.29508196721311475,0.07767669699090272,0.728703199999999,0.0,0.0,0.0,0.94,0.8220085792903438
19415,PTVM_advisory_A,0.9180327868852459,0.27049180327868855,0.21763470958712386,0.7188016000000014,0.45,0.45,0.19111111111111112,0.94,0.7855202633284771
19415,PTVM_advisory_A_highconf,0.9508196721311475,0.2540983606557377,0.1602519244226732,0.7276467999999995,0.1106,0.1106,0.1735985533453888,0.94,0.829670286590875
19416,PTVM,0.9473684210526315,0.22556390977443608,0.1376210235131397,0.7349703999999995,0.0,0.0,0.0,0.94,0.8472894241695526
19416,FULL_direct_A,0.9172932330827067,0.24060150375939848,0.09889349930843706,0.7219375999999995,0.0,0.0,0.0,0.94,0.8396464141232749
19416,PTVM_advisory_A,0.9398496240601504,0.23308270676691728,0.24412171507607192,0.7173496000000024,0.4472,0.4472,0.20259391771019677,0.94,0.7959697875111019
19416,PTVM_advisory_A_highconf,0.9473684210526315,0.22556390977443608,0.17427385892116182,0.7319312000000001,0.108,0.108,0.17407407407407408,0.94,0.833951017087948
19417,PTVM,0.9067796610169492,0.288135593220339,0.1407563025210084,0.7224743999999987,0.0,0.0,0.0,0.94,0.8163436194957981
19417,FULL_direct_A,0.8728813559322034,0.3220338983050847,0.09943977591036414,0.7067935999999987,0.0,0.0,0.0,0.94,0.8028266970213167
19417,PTVM_advisory_A,0.8898305084745762,0.288135593220339,0.24719887955182074,0.6933912000000011,0.446,0.446,0.19551569506726457,0.94,0.7618537183269243
19417,PTVM_advisory_A_highconf,0.9067796610169492,0.288135593220339,0.17717086834733894,0.7141783999999992,0.1032,0.1032,0.18604651162790697,0.94,0.8022415063305319
19418,PTVM,0.959349593495935,0.2601626016260163,0.13814432989690723,0.7330599999999982,0.0,0.0,0.0,0.94,0.8417473616628947
19418,FULL_direct_A,0.9349593495934959,0.2845528455284553,0.09553264604810996,0.7160159999999982,0.0,0.0,0.0,0.94,0.8334462642863126
19418,PTVM_advisory_A,0.975609756097561,0.25203252032520324,0.24673539518900345,0.696890800000001,0.4362,0.4362,0.18707015130674004,0.94,0.7978958777101671
19418,PTVM_advisory_A_highconf,0.959349593495935,0.2601626016260163,0.18281786941580755,0.7260115999999989,0.1166,0.1166,0.19725557461406518,0.94,0.8255729737591148
19419,PTVM,0.9133858267716536,0.2125984251968504,0.13866120218579234,0.7285759999999989,0.0,0.0,0.0,0.94,0.8388491012951249
19419,FULL_direct_A,0.8661417322834646,0.25984251968503935,0.09084699453551913,0.7012431999999988,0.0,0.0,0.0,0.94,0.8169611308566755
19419,PTVM_advisory_A,0.889763779527559,0.25196850393700787,0.22745901639344263,0.7048684000000016,0.4442,0.4442,0.19225574065736156,0.94,0.7772088845953276
19419,PTVM_advisory_A_highconf,0.9133858267716536,0.2125984251968504,0.18169398907103826,0.7228867999999997,0.1166,0.1166,0.18696397941680962,0.94,0.8232747039180759
19420,PTVM,0.9482758620689655,0.27586206896551724,0.13493150684931507,0.7472455999999991,0.0,0.0,0.0,0.94,0.8379800600094474
19420,FULL_direct_A,0.8793103448275862,0.3103448275862069,0.08972602739726028,0.7398503999999991,0.0,0.0,0.0,0.94,0.816231771072272
19420,PTVM_advisory_A,0.9224137931034483,0.3017241379310345,0.2232876712328767,0.733199600000002,0.435,0.435,0.17563218390804597,0.94,0.7815254892017008
19420,PTVM_advisory_A_highconf,0.9482758620689655,0.27586206896551724,0.16643835616438357,0.7438751999999998,0.1036,0.1036,0.14478764478764478,0.94,0.8258246101464336
19421,PTVM,0.912,0.264,0.13950276243093923,0.7403559999999992,0.0,0.0,0.0,0.94,0.827770647513812
19421,FULL_direct_A,0.88,0.296,0.10151933701657459,0.7183231999999992,0.0,0.0,0.0,0.94,0.8133607725966849
19421,PTVM_advisory_A,0.904,0.272,0.22513812154696133,0.7304640000000019,0.4504,0.4504,0.18383658969804617,0.94,0.781745175690608
19421,PTVM_advisory_A_highconf,0.912,0.264,0.18232044198895028,0.7385848,0.1196,0.1196,0.1956521739130435,0.94,0.81287287160221
19422,PTVM,0.9777777777777777,0.1925925925925926,0.16124469589816123,0.7430967999999988,0.0,0.0,0.0,0.94,0.8615556060055527
19422,FULL_direct_A,0.9555555555555556,0.21481481481481482,0.10325318246110325,0.7245231999999986,0.0,0.0,0.0,0.94,0.8572169664707421
19422,PTVM_advisory_A,0.9629629629629629,0.2074074074074074,0.2446958981612447,0.7292260000000014,0.4238,0.4238,0.18924020764511562,0.94,0.8127530574047883
19422,PTVM_advisory_A_highconf,0.9777777777777777,0.1925925925925926,0.19306930693069307,0.7381539999999993,0.1058,0.1058,0.17580340264650285,0.94,0.8489121237990465
19423,PTVM,0.954954954954955,0.21621621621621623,0.12874043145441894,0.716241599999999,0.0,0.0,0.0,0.94,0.8499326661415485
19423,FULL_direct_A,0.9459459459459459,0.22522522522522523,0.08211551844119694,0.697529599999999,0.0,0.0,0.0,0.94,0.850560293789238
19423,PTVM_advisory_A,0.954954954954955,0.21621621621621623,0.21711899791231734,0.7147944000000015,0.4376,0.4376,0.1745886654478976,0.94,0.8100875128499694
19423,PTVM_advisory_A_highconf,0.954954954954955,0.21621621621621623,0.16701461377870563,0.7157263999999998,0.1032,0.1032,0.16666666666666666,0.94,0.8370147896766913
19424,PTVM,0.9558823529411765,0.25735294117647056,0.1213832039520113,0.7364231999999988,0.0,0.0,0.0,0.94,0.8454344697978328
19424,FULL_direct_A,0.9044117647058824,0.2867647058823529,0.08680310515172901,0.7181311999999987,0.0,0.0,0.0,0.94,0.8258979719108305
19424,PTVM_advisory_A,0.9264705882352942,0.27205882352941174,0.20889202540578689,0.7190392000000015,0.4448,0.4448,0.18839928057553956,0.94,0.7897159055070783
19424,PTVM_advisory_A_highconf,0.9558823529411765,0.25735294117647056,0.14678899082568808,0.7299799999999994,0.1004,0.1004,0.14940239043824702,0.94,0.8340446724230975
19425,PTVM,0.9140625,0.2890625,0.13556953179594688,0.7099407999999986,0.0,0.0,0.0,0.94,0.8168273786408105
19425,FULL_direct_A,0.8671875,0.328125,0.09014675052410902,0.6867575999999984,0.0,0.0,0.0,0.94,0.7974471698951779
19425,PTVM_advisory_A,0.8828125,0.3046875,0.23410202655485673,0.6915864000000014,0.444,0.444,0.20585585585585586,0.94,0.757968749689029
19425,PTVM_advisory_A_highconf,0.9140625,0.2890625,0.18518518518518517,0.6982135999999991,0.1176,0.1176,0.20748299319727892,0.94,0.7986788079629629
19426,PTVM,0.9212598425196851,0.2992125984251969,0.1497550734779566,0.7121039999999983,0.0,0.0,0.0,0.94,0.8140445884540147
19426,FULL_direct_A,0.889763779527559,0.31496062992125984,0.10776766969909027,0.6956607999999984,0.0,0.0,0.0,0.94,0.8057676024381345
19426,PTVM_advisory_A,0.9212598425196851,0.2992125984251969,0.24282715185444367,0.688252400000001,0.4354,0.4354,0.19338539274230593,0.94,0.7688898527787178
19426,PTVM_advisory_A_highconf,0.9212598425196851,0.2992125984251969,0.18964310706787962,0.6995395999999989,0.1154,0.1154,0.18370883882149047,0.94,0.7977841017360301
19427,PTVM,0.9591836734693877,0.23129251700680273,0.15328994938539406,0.7104847999999986,0.0,0.0,0.0,0.94,0.8413709429120365
19427,FULL_direct_A,0.9251700680272109,0.2653061224489796,0.11713665943600868,0.6857719999999987,0.0,0.0,0.0,0.94,0.8249515579087164
19427,PTVM_advisory_A,0.9251700680272109,0.25170068027210885,0.24511930585683298,0.6994836000000016,0.437,0.437,0.2022883295194508,0.94,0.7836487091687697
19427,PTVM_advisory_A_highconf,0.9591836734693877,0.23129251700680273,0.19161243673174258,0.7034819999999993,0.1098,0.1098,0.17486338797814208,0.94,0.826815885442767
19428,PTVM,0.9396551724137931,0.21551724137931033,0.1536293164200141,0.7530407999999987,0.0,0.0,0.0,0.94,0.8478995380953074
19428,FULL_direct_A,0.896551724137931,0.25862068965517243,0.10782241014799154,0.7329039999999988,0.0,0.0,0.0,0.94,0.8293266627979876
19428,PTVM_advisory_A,0.9051724137931034,0.2413793103448276,0.266384778012685,0.7210680000000013,0.438,0.438,0.21278538812785389,0.94,0.7802435409491874
19428,PTVM_advisory_A_highconf,0.9310344827586207,0.22413793103448276,0.19732205778717407,0.7374183999999993,0.1132,0.1132,0.2137809187279152,0.94,0.8256351305115307
19429,PTVM,0.9530201342281879,0.2550335570469799,0.14746227709190673,0.7238367999999984,0.0,0.0,0.0,0.94,0.8374225555883297
19429,FULL_direct_A,0.912751677852349,0.28859060402684567,0.10013717421124829,0.7028799999999982,0.0,0.0,0.0,0.94,0.8222264175067433
19429,PTVM_advisory_A,0.9328859060402684,0.26174496644295303,0.25308641975308643,0.694837200000001,0.4442,0.4442,0.194957226474561,0.94,0.7805696862507252
19429,PTVM_advisory_A_highconf,0.9530201342281879,0.2550335570469799,0.20438957475994513,0.707305599999999,0.1232,0.1232,0.2077922077922078,0.94,0.8165708560547221
19430,PTVM,0.9130434782608695,0.22608695652173913,0.12638121546961326,0.7443679999999989,0.0,0.0,0.0,0.94,0.8409886612539033
19430,FULL_direct_A,0.8869565217391304,0.24347826086956523,0.08287292817679558,0.7256655999999991,0.0,0.0,0.0,0.94,0.8337759256689885
19430,PTVM_advisory_A,0.8956521739130435,0.24347826086956523,0.23342541436464087,0.7164272000000016,0.44,0.44,0.19136363636363637,0.94,0.782426444083594
19430,PTVM_advisory_A_highconf,0.9043478260869565,0.23478260869565218,0.16574585635359115,0.7353903999999996,0.1116,0.1116,0.16666666666666666,0.94,0.8209576043814556
19431,PTVM,0.9844961240310077,0.16279069767441862,0.15069444444444444,0.7403695999999987,0.0,0.0,0.0,0.94,0.8725861939018086
19431,FULL_direct_A,0.9457364341085271,0.18604651162790697,0.10416666666666667,0.7218631999999988,0.0,0.0,0.0,0.94,0.8607486089922478
19431,PTVM_advisory_A,0.9457364341085271,0.1937984496124031,0.25416666666666665,0.7106020000000017,0.4494,0.4494,0.19670672007120604,0.94,0.8040883844961244
19431,PTVM_advisory_A_highconf,0.9844961240310077,0.16279069767441862,0.19791666666666666,0.7288603999999994,0.115,0.115,0.19652173913043477,0.94,0.8550899094573642
19432,PTVM,0.923728813559322,0.3474576271186441,0.15665236051502146,0.7116623999999985,0.0,0.0,0.0,0.94,0.801256245185131
19432,FULL_direct_A,0.864406779661017,0.3813559322033898,0.10801144492131616,0.6941863999999985,0.0,0.0,0.0,0.94,0.7812180418631942
19432,PTVM_advisory_A,0.9152542372881356,0.3644067796610169,0.24678111587982832,0.7054992000000014,0.4388,0.4388,0.2096627164995442,0.94,0.753278193095221
19432,PTVM_advisory_A_highconf,0.923728813559322,0.3474576271186441,0.19599427753934193,0.7078155999999993,0.1182,0.1182,0.20642978003384094,0.94,0.7867085017802671
19433,PTVM,0.9552238805970149,0.26119402985074625,0.13959917069799585,0.7386607999999983,0.0,0.0,0.0,0.94,0.8410809825768184
19433,FULL_direct_A,0.9253731343283582,0.2835820895522388,0.10297166551485833,0.7295415999999983,0.0,0.0,0.0,0.94,0.8320304048074758
19433,PTVM_advisory_A,0.9029850746268657,0.31343283582089554,0.24740843123704215,0.7156808000000013,0.4516,0.4516,0.22320637732506643,0.94,0.7636117871854277
19433,PTVM_advisory_A_highconf,0.9552238805970149,0.26119402985074625,0.17899101589495509,0.733498799999999,0.1082,0.1082,0.21072088724584104,0.94,0.8267602135374268
19434,PTVM,0.9333333333333333,0.225,0.147688060731539,0.721550399999998,0.0,0.0,0.0,0.94,0.838522467853692
19434,FULL_direct_A,0.8916666666666667,0.25833333333333336,0.1069703243616287,0.7053119999999982,0.0,0.0,0.0,0.94,0.8225850017943406
19434,PTVM_advisory_A,0.8916666666666667,0.25,0.2525879917184265,0.7054228000000009,0.4478,0.4478,0.21304153640017864,0.94,0.773176961656315
19434,PTVM_advisory_A_highconf,0.9333333333333333,0.225,0.19806763285024154,0.7196887999999989,0.1276,0.1276,0.2115987460815047,0.94,0.8216942334299515
19435,PTVM,0.967479674796748,0.18699186991869918,0.1601104209799862,0.7272255999999983,0.0,0.0,0.0,0.94,0.8569189707633521
19435,FULL_direct_A,0.9349593495934959,0.21951219512195122,0.10559006211180125,0.6998671999999979,0.0,0.0,0.0,0.94,0.8444651836752003
19435,PTVM_advisory_A,0.9512195121951219,0.2032520325203252,0.25948930296756384,0.7084352000000012,0.4448,0.4448,0.19514388489208634,0.94,0.8021020249349428
19435,PTVM_advisory_A_highconf,0.967479674796748,0.18699186991869918,0.2056590752242926,0.7194095999999988,0.1184,0.1184,0.19256756756756757,0.94,0.8403260399144908
19436,PTVM,0.952755905511811,0.2125984251968504,0.1417704011065007,0.7388839999999989,0.0,0.0,0.0,0.94,0.8520998851330305
19436,FULL_direct_A,0.9133858267716536,0.2440944881889764,0.1016597510373444,0.7144911999999987,0.0,0.0,0.0,0.94,0.8355584157767829
19436,PTVM_advisory_A,0.952755905511811,0.2204724409448819,0.2517289073305671,0.7292892000000017,0.443,0.443,0.20225733634311513,0.94,0.8040707199512098
19436,PTVM_advisory_A_highconf,0.952755905511811,0.2125984251968504,0.19432918395573998,0.7312767999999996,0.1224,0.1224,0.21241830065359477,0.94,0.8339466885631827
19437,PTVM,0.9181818181818182,0.23636363636363636,0.1447277739490007,0.7047935999999987,0.0,0.0,0.0,0.94,0.828376801573836
19437,FULL_direct_A,0.8727272727272727,0.2727272727272727,0.09441764300482426,0.6844559999999985,0.0,0.0,0.0,0.94,0.8116440350353986
19437,PTVM_advisory_A,0.9636363636363636,0.19090909090909092,0.23363197794624396,0.7015756000000017,0.4474,0.4474,0.1935628073312472,0.94,0.812582360774388
19437,PTVM_advisory_A_highconf,0.9181818181818182,0.23636363636363636,0.17987594762232942,0.7072119999999995,0.1168,0.1168,0.1660958904109589,0.94,0.8159908468391703
19438,PTVM,0.9130434782608695,0.2956521739130435,0.1521585279547063,0.7515847999999999,0.0,0.0,0.0,0.94,0.8198852544090587
19438,FULL_direct_A,0.9043478260869565,0.30434782608695654,0.10191082802547771,0.7345943999999996,0.0,0.0,0.0,0.94,0.8217541056992522
19438,PTVM_advisory_A,0.8782608695652174,0.3130434782608696,0.2427459306440198,0.7353876000000026,0.4378,0.4378,0.18410232983097305,0.94,0.7618557251755443
19438,PTVM_advisory_A_highconf,0.9130434782608695,0.2956521739130435,0.18895966029723993,0.7413252000000005,0.1042,0.1042,0.15930902111324377,0.94,0.805263107940552
19439,PTVM,0.9710144927536232,0.2608695652173913,0.14023960535588442,0.7164055999999984,0.0,0.0,0.0,0.94,0.841320155450562
19439,FULL_direct_A,0.9057971014492754,0.30434782608695654,0.10007047216349542,0.6933343999999982,0.0,0.0,0.0,0.94,0.8143049594803442
19439,PTVM_advisory_A,0.9565217391304348,0.2753623188405797,0.22973925299506695,0.6974628000000014,0.4414,0.4414,0.20344358858178524,0.94,0.7895906514299725
19439,PTVM_advisory_A_highconf,0.9710144927536232,0.2608695652173913,0.17406624383368569,0.7111103999999989,0.1036,0.1036,0.19305019305019305,0.94,0.8283157877550017
19440,PTVM,0.9763779527559056,0.2047244094488189,0.11933007676203769,0.7545367999999987,0.0,0.0,0.0,0.94,0.8687736281121592
19440,FULL_direct_A,0.9448818897637795,0.23622047244094488,0.08583391486392185,0.7280463999999983,0.0,0.0,0.0,0.94,0.852851945846113
19440,PTVM_advisory_A,0.9291338582677166,0.2440944881889764,0.21563154221912073,0.7179500000000013,0.437,0.437,0.18764302059496568,0.94,0.796330226989247
19440,PTVM_advisory_A_highconf,0.9763779527559056,0.2047244094488189,0.15701325889741802,0.7444903999999994,0.1156,0.1156,0.1695501730103806,0.94,0.8534477116850834
19441,PTVM,0.9259259259259259,0.2,0.13940648723257418,0.7294543999999983,0.0,0.0,0.0,0.94,0.8457873603312627
19441,FULL_direct_A,0.9185185185185185,0.2074074074074074,0.09316770186335403,0.7160319999999986,0.0,0.0,0.0,0.94,0.8482765633310327
19441,PTVM_advisory_A,0.8962962962962963,0.22962962962962963,0.23947550034506557,0.7149564000000009,0.4442,0.4442,0.1945069788383611,0.94,0.7843676614124685
19441,PTVM_advisory_A_highconf,0.9259259259259259,0.2,0.17736369910282954,0.727521199999999,0.109,0.109,0.1651376146788991,0.94,0.8323592779572118
19442,PTVM,0.937007874015748,0.29133858267716534,0.13315030885380919,0.6940991999999985,0.0,0.0,0.0,0.94,0.820457494764671
19442,FULL_direct_A,0.905511811023622,0.30708661417322836,0.09471516815374056,0.6808719999999985,0.0,0.0,0.0,0.94,0.8121132561330312
19442,PTVM_advisory_A,0.9291338582677166,0.30708661417322836,0.2237474262182567,0.6760240000000011,0.4476,0.4476,0.1876675603217158,0.94,0.7700438186933567
19442,PTVM_advisory_A_highconf,0.937007874015748,0.29133858267716534,0.1695264241592313,0.684580399999999,0.111,0.111,0.1891891891891892,0.94,0.8057285117035866
19443,PTVM,0.9338842975206612,0.23140495867768596,0.13437057991513437,0.7619375999999995,0.0,0.0,0.0,0.94,0.8478274536037499
19443,FULL_direct_A,0.9090909090909091,0.24793388429752067,0.09052333804809053,0.7442111999999995,0.0,0.0,0.0,0.94,0.8414813740432744
19443,PTVM_advisory_A,0.9256198347107438,0.2396694214876033,0.2333804809052334,0.7437584000000023,0.43,0.43,0.1883720930232558,0.94,0.7983441788602761
19443,PTVM_advisory_A_highconf,0.9338842975206612,0.23140495867768596,0.18316831683168316,0.7540592000000002,0.1156,0.1156,0.20069204152249134,0.94,0.8307122262204403
19444,PTVM,0.9098360655737705,0.22131147540983606,0.14708002883922133,0.7077519999999982,0.0,0.0,0.0,0.94,0.8297573450518275
19444,FULL_direct_A,0.8770491803278688,0.2540983606557377,0.10093727469358327,0.6954719999999982,0.0,0.0,0.0,0.94,0.8184971089957093
19444,PTVM_advisory_A,0.9098360655737705,0.21311475409836064,0.25306416726748376,0.6974548000000012,0.4402,0.4402,0.20990458882326216,0.94,0.7865402576940445
19444,PTVM_advisory_A_highconf,0.9098360655737705,0.22131147540983606,0.19610670511896178,0.6977307999999987,0.1134,0.1134,0.20634920634920634,0.94,0.8122777697958795
19445,PTVM,0.96,0.232,0.13150492264416316,0.7011615999999983,0.0,0.0,0.0,0.94,0.843931335471167
19445,FULL_direct_A,0.888,0.272,0.08579465541490858,0.6720783999999982,0.0,0.0,0.0,0.94,0.8156567489170179
19445,PTVM_advisory_A,0.904,0.288,0.22855133614627285,0.6698208000000013,0.4368,0.4368,0.19047619047619047,0.94,0.7656138927707457
