seed,model,phase2_core_accuracy,final_third_factor_volition,final_ethical_reliability,final_integration,final_ideal_alignment,final_H_self,phase2_reward_capture_rate,developmental_transfer_score,long_term_trajectory_value
13004,ablate_shadow_validation,0.6108,0.5341524534393473,0.936538511302498,0.8923408683319954,0.9151067814987962,0.3292035320540773,0.2188,0.7692243392329866,0.1380099999999993
13004,ablate_core_constraint,0.6168,0.5143941244576683,0.9388,0.9409283615965294,0.9153661315891563,0.28045437295161074,0.212,0.7887990492738534,0.141305999999999
13005,full_loop,0.6176,0.48354190232680505,0.9379858910817425,0.8928630360580471,0.9155767324522417,0.30348052231696504,0.2028,0.7769447119771251,0.09672899999999877
13005,ablate_ethicalsense,0.5704,0.4983451297810056,0.7301804040910324,0.8986890128029804,0.9208201115226815,0.30622135464811906,0.2576,0.7593696272440486,0.032258000000001064
13005,ablate_idealgap,0.6292,0.95,0.94,0.95,0.95,0.1,0.2056,0.8307,0.17920900000000067
13005,ablate_shadow_validation,0.6232,0.512770541748308,0.9388,0.8928981372701618,0.9156083235431461,0.318066761058024,0.2004,0.7766916941811153,0.17012700000000006
13005,ablate_core_constraint,0.6016,0.5367121798745214,0.9361000000000002,0.95,0.9155256762387244,0.27176115861524425,0.2272,0.7858772452673944,0.10486499999999707
13006,full_loop,0.6016,0.4786097635787565,0.94,0.8932413676654147,0.9159172308988724,0.3007117876570463,0.2212,0.7708808131092442,0.1154549999999971
13006,ablate_ethicalsense,0.5704,0.48095721111793954,0.7344956107716557,0.8986287481480252,0.9207658733332226,0.2975756070405492,0.2356,0.7628408769068284,0.06397600000000116
13006,ablate_idealgap,0.6032,0.95,0.94,0.95,0.95,0.1,0.2128,0.82218,0.16545600000000057
13006,ablate_shadow_validation,0.6104,0.5114549318950807,0.94,0.8924168376553712,0.915175153889834,0.31779399582324347,0.2088,0.7718480566300463,0.11622399999999863
13006,ablate_core_constraint,0.608,0.5032902199516917,0.94,0.93717298494596,0.915400576042684,0.2779067220190777,0.2172,0.7852787326970014,0.14050199999999977
13007,full_loop,0.5996,0.4881082612062874,0.9390772722340232,0.8924240780077163,0.9151816702069437,0.3061148681969709,0.2276,0.7684830029237336,0.14008499999999907
13007,ablate_ethicalsense,0.554,0.48675755214740807,0.7330672976953874,0.8986008596598729,0.920740773693884,0.300498088345806,0.2488,0.7561506521035746,0.08799999999999791
13007,ablate_idealgap,0.6224,0.95,0.94,0.95,0.95,0.1,0.2224,0.82698,0.1745380000000009
13007,ablate_shadow_validation,0.6192,0.5308930997740794,0.934696123604827,0.8928164806436105,0.9155348325792496,0.32719336537215077,0.2152,0.7726079994677119,0.1803500000000008
13007,ablate_core_constraint,0.6104,0.510263613937678,0.94,0.9320674490435363,0.9157295858246469,0.2854778477340105,0.2276,0.7828842091047674,0.1419999999999986
13008,full_loop,0.6236,0.48473516859293414,0.9388,0.8929589971952507,0.9156630974757246,0.30400038654026634,0.208,0.7781875158269415,0.16869500000000098
13008,ablate_ethicalsense,0.5536,0.48799440307912184,0.732644917150569,0.8984076161705671,0.9205668545535097,0.3012711086031075,0.2536,0.7553525705820248,0.06341800000000057
13008,ablate_idealgap,0.608,0.95,0.94,0.95,0.95,0.1,0.232,0.8216999999999999,0.15269800000000022
13008,ablate_shadow_validation,0.6192,0.5307208213948243,0.94,0.8926346899289936,0.9153712209360939,0.3272526587542164,0.2044,0.7736018444066898,0.1628919999999996
13008,ablate_core_constraint,0.596,0.5282369999875893,0.94,0.95,0.915645403443526,0.2757316342169385,0.2288,0.7834716057283407,0.12034399999999827
13009,full_loop,0.624,0.4767744322468795,0.9376,0.8930321096219868,0.915728898659788,0.2999615284258499,0.1992,0.7798244173254669,0.14066000000000048
13009,ablate_ethicalsense,0.5572,0.4809858801306998,0.7343979453758034,0.8984411491691102,0.9205970342521991,0.29774002073006217,0.2396,0.7583764852873625,0.08573199999999774
13009,ablate_idealgap,0.598,0.95,0.94,0.95,0.95,0.1,0.2196,0.81994,0.1492509999999989
13009,ablate_shadow_validation,0.6092,0.5379039057111416,0.94,0.8924893388594677,0.91524040497352,0.33096048176799686,0.2184,0.7685838967500741,0.12822699999999804
13009,ablate_core_constraint,0.6232,0.5164787148563756,0.94,0.95,0.9149994217006145,0.27139702133715365,0.2156,0.7934403022245806,0.15230800000000028
13010,full_loop,0.6184,0.47758250763640847,0.9392163646622009,0.8925254804890933,0.9152729324401837,0.3007708694269301,0.2312,0.7746076987938251,0.12488299999999967
13010,ablate_ethicalsense,0.5424,0.4920192583154679,0.7313616075725697,0.8978596292303146,0.9200736663072829,0.303721925773482,0.2672,0.7500320535568614,0.037004000000002285
13010,ablate_idealgap,0.6088,0.95,0.94,0.95,0.95,0.1,0.2212,0.8230199999999999,0.15777799999999936
13010,ablate_shadow_validation,0.6096,0.5306619243812404,0.9377384604806657,0.8923069871104155,0.9150762883993734,0.327485372502289,0.2344,0.7675476636465832,0.12191099999999903
13010,ablate_core_constraint,0.6164,0.513819961931708,0.94,0.9437735498951855,0.9156040868410267,0.27789114104970547,0.2092,0.7899720605318379,0.11573399999999785
13011,full_loop,0.6128,0.4836538252400478,0.94,0.8925118481542309,0.9152606633388075,0.3038174340966396,0.2168,0.7739049203510522,0.10951599999999925
13011,ablate_ethicalsense,0.5536,0.48369711246842645,0.7340200297212656,0.8990118987145983,0.921110708843138,0.29863903726253566,0.252,0.7561642013643238,0.038447000000001334
13011,ablate_idealgap,0.6288,0.95,0.9388,0.95,0.95,0.1,0.2008,0.8310599999999999,0.19337000000000026
13011,ablate_shadow_validation,0.6112,0.5457845116130025,0.94,0.8935436470546665,0.9161892823491998,0.3340573381627681,0.2032,0.770687449273818,0.12068999999999858
13011,ablate_core_constraint,0.6296,0.5062838844101596,0.94,0.9315970900717878,0.9162078733204445,0.2838642701476499,0.2168,0.7899917458223213,0.16327300000000075
13012,full_loop,0.6208,0.48267983801226455,0.9388,0.8932523967223602,0.9159271570501233,0.3027380016282453,0.2148,0.7769815683627662,0.16781000000000054
13012,ablate_ethicalsense,0.5688,0.4842823164609314,0.7338301812771354,0.8988712726309804,0.9209841453678818,0.2990441401256824,0.2348,0.7623236698493142,0.07875599999999876
13012,ablate_idealgap,0.6244,0.95,0.9388,0.95,0.95,0.1,0.2072,0.8291,0.19504600000000144
13012,ablate_shadow_validation,0.6216,0.5285760000103644,0.94,0.8930025446253553,0.9157022901628196,0.3258859643048986,0.2112,0.7740031868200412,0.12642899999999913
13012,ablate_core_constraint,0.6056,0.5180486590235599,0.9388,0.9287481778171259,0.9155027839958778,0.29202578725807876,0.2228,0.7802214634736828,0.14467100000000002
13013,full_loop,0.6232,0.48964580811538916,0.94,0.8934168426123954,0.9160751583511558,0.3060894299677779,0.1988,0.7788687436151013,0.12113699999999879
13013,ablate_ethicalsense,0.566,0.48182300188273247,0.7346424260838278,0.899311303548278,0.9213801731934502,0.2974624581027438,0.2404,0.7613479352926066,0.06454300000000143
13013,ablate_idealgap,0.6172,0.95,0.94,0.95,0.95,0.1,0.2088,0.82678,0.16185400000000058
13013,ablate_shadow_validation,0.6172,0.5434525103243039,0.94,0.8922802273500624,0.9150522046150553,0.3339020732821024,0.2148,0.770813785631461,0.1269619999999984
13013,ablate_core_constraint,0.62,0.5130424879550658,0.9366736466610229,0.9403473010497512,0.915826745569319,0.2802434031377324,0.2228,0.7887096361316202,0.12458799999999878
13014,full_loop,0.6192,0.4801253368284062,0.94,0.8930235893418826,0.9157212304076948,0.3016437969406963,0.2156,0.7764884559291958,0.14005900000000035
13014,ablate_ethicalsense,0.5624,0.48457738535454314,0.7338581828948693,0.8991269993961544,0.9212142994565381,0.2989870931603486,0.2352,0.7604809107693131,0.06550499999999919
13014,ablate_idealgap,0.5908,0.95,0.94,0.95,0.95,0.1,0.2364,0.8161,0.15454600000000024
13014,ablate_shadow_validation,0.6048,0.5399961534093924,0.94,0.8925498673289669,0.9152948805960699,0.3319581828415218,0.2164,0.7673399661885826,0.12609699999999824
13014,ablate_core_constraint,0.6164,0.5132663923771406,0.94,0.9459689943902859,0.9154766940961011,0.2758580006763409,0.216,0.7900042723006313,0.1393419999999992
13015,full_loop,0.6216,0.48516321661976103,0.94,0.892251310923374,0.915026179831037,0.304780559571181,0.2056,0.7774097232067569,0.15942999999999902
13015,ablate_ethicalsense,0.5496,0.48426783317135447,0.7340305458870416,0.8992811109660159,0.9213529998694144,0.29870902781286435,0.25,0.7552681179886271,0.05669799999999812
13015,ablate_idealgap,0.6068,0.95,0.9388,0.95,0.95,0.1,0.218,0.82274,0.18053600000000172
13015,ablate_shadow_validation,0.6108,0.5235875217595309,0.9388,0.8922379115026228,0.9150141203523602,0.324003431677667,0.2292,0.7689205976369646,0.11892299999999853
13015,ablate_core_constraint,0.6172,0.5288212297820584,0.9376,0.9331480516163742,0.9153431490607069,0.29389217359792985,0.2228,0.7842615715487621,0.1269829999999978
13016,full_loop,0.5972,0.4881894989095371,0.9376,0.892257678046422,0.9150319102417802,0.3062886070176302,0.2304,0.7673862221170848,0.11956699999999776
13016,ablate_ethicalsense,0.5736,0.4978524547916195,0.7305671102305786,0.8991978344189642,0.9212780509770672,0.30556795986063817,0.2328,0.7631238856489639,0.07846199999999895
13016,ablate_idealgap,0.608,0.95,0.94,0.95,0.95,0.1,0.2168,0.8232199999999998,0.20192100000000215
13016,ablate_shadow_validation,0.6072,0.5304926200710299,0.94,0.8921724240829164,0.914955181674625,0.32750837076918227,0.222,0.7680070246198621,0.08167499999999979
13016,ablate_core_constraint,0.61,0.517529059346847,0.9377835520790645,0.9223680527096241,0.9155336995032719,0.29687008750572447,0.2196,0.7798665222918841,0.14196999999999962
13017,full_loop,0.6076,0.4838912845201901,0.9388,0.8935633059256488,0.9162069753330844,0.3030949975195757,0.2188,0.7727001553904644,0.15478399999999906
13017,ablate_ethicalsense,0.5668,0.48580431088143644,0.7329373119776349,0.8979913644075488,0.9201922279667935,0.30050906391467996,0.2364,0.7609699702860061,0.05896300000000164
13017,ablate_idealgap,0.6068,0.95,0.94,0.95,0.95,0.1,0.2136,0.82318,0.1643720000000003
13017,ablate_shadow_validation,0.6152,0.5315639850129348,0.9388,0.8926333766246255,0.9153700389621642,0.3276752912067664,0.2108,0.7716978913844512,0.145198999999999
13017,ablate_core_constraint,0.6144,0.514811045412047,0.94,0.9310348483066144,0.9155619192658789,0.2885776440607316,0.2164,0.7844908028686829,0.10846399999999796
13018,full_loop,0.6092,0.48158422249763194,0.9388,0.8936029160686383,0.9162426244617745,0.3019097783939063,0.2268,0.7725747725700853,0.13289399999999904
13018,ablate_ethicalsense,0.5824,0.4888580774967104,0.7321009396108926,0.8978367313556543,0.9200530582200879,0.302159653663832,0.2324,0.7657366627765781,0.05587700000000163
13018,ablate_idealgap,0.5976,0.95,0.94,0.95,0.95,0.1,0.214,0.82038,0.15050600000000067
13018,ablate_shadow_validation,0.6028,0.5434451093999001,0.9389403078806414,0.893538587094293,0.9161847283848625,0.33289168502451644,0.2216,0.7665001467613968,0.1131299999999984
13018,ablate_core_constraint,0.6036,0.5019666841566089,0.94,0.9263194244509824,0.9159845144217024,0.2859278025175179,0.218,0.7806508431179944,0.12277099999999855
13019,full_loop,0.614,0.4881790198614328,0.94,0.8926071566173498,0.9153464409556145,0.3060037846368359,0.23,0.7726574738668481,0.13776199999999966
13019,ablate_ethicalsense,0.578,0.49403957721312053,0.7316009709283152,0.8993596347273806,0.9214236712546421,0.3035320808246561,0.2372,0.7643780326354382,0.08383499999999848
13019,ablate_idealgap,0.616,0.95,0.94,0.95,0.95,0.1,0.2212,0.82518,0.172123000000001
13019,ablate_shadow_validation,0.5976,0.5487765320195618,0.9388,0.8934238285910489,0.9160814457319423,0.3356492031369434,0.226,0.7640377466806538,0.11554299999999841
13019,ablate_core_constraint,0.6044,0.5053426915869894,0.94,0.9099332269044504,0.9156966797247682,0.3007247642699341,0.2196,0.775162100671592,0.09020299999999867
13020,full_loop,0.6228,0.47677579588629054,0.94,0.8931859649599347,0.9158673684639418,0.29983912597519813,0.212,0.7782681662116926,0.12187899999999918
13020,ablate_ethicalsense,0.5656,0.48570934412353095,0.7335964127076788,0.899113589162338,0.9212022302461038,0.29956380073189454,0.2472,0.7601487052842094,0.07965299999999657
13020,ablate_idealgap,0.6048,0.95,0.94,0.95,0.95,0.1,0.2288,0.82106,0.1722640000000015
13020,ablate_shadow_validation,0.6068,0.521566968538396,0.9396341746212794,0.8926860690310654,0.9154174621279589,0.32263462904434487,0.2244,0.7685963849815511,0.1331539999999986
13020,ablate_core_constraint,0.6108,0.5012752541056121,0.94,0.9015927289310971,0.9155712197602531,0.30536344390792775,0.2244,0.7742068341400936,0.13252199999999983
13021,full_loop,0.6152,0.47749482619139305,0.94,0.8925627437368481,0.9153064693631632,0.3006972181062176,0.2156,0.7752345833722278,0.11605999999999893
13021,ablate_ethicalsense,0.564,0.48398518638578747,0.7339549433003425,0.8990232075488481,0.9211208867939631,0.2987740271538155,0.24,0.760468759135188,0.08422999999999577
13021,ablate_idealgap,0.6272,0.95,0.94,0.95,0.95,0.1,0.216,0.82906,0.17466799999999957
13021,ablate_shadow_validation,0.6112,0.536831224302468,0.9371014470194472,0.8935262692596232,0.9161736423336616,0.32959459674353575,0.2208,0.7695894749238097,0.1463129999999986
13021,ablate_core_constraint,0.6076,0.5164270052760462,0.9392297494350327,0.9432498116775527,0.9151016047073579,0.2796136532959809,0.2124,0.786523315517953,0.12729299999999877
13022,full_loop,0.602,0.4802296606589885,0.9376,0.8930099858687475,0.9157089872818731,0.30170684163449585,0.2232,0.7705532177490433,0.13210299999999997
13022,ablate_ethicalsense,0.5404,0.49251300026628797,0.7318528040851825,0.8990684854508536,0.921161636905768,0.3030017117724614,0.2604,0.7507338495507435,0.015612000000000532
13022,ablate_idealgap,0.5972,0.95,0.94,0.95,0.95,0.1,0.2196,0.8197,0.1642899999999999
13022,ablate_shadow_validation,0.6328,0.5296761986156852,0.9376,0.893351175971708,0.9160160583745368,0.326157158530476,0.2032,0.7782706760084043,0.14099299999999954
13022,ablate_core_constraint,0.5984,0.511877121423785,0.9388,0.9411573660327365,0.9149516816459978,0.2790126678857044,0.2372,0.7809174934351911,0.07559999999999992
13023,full_loop,0.6124,0.4758283884531344,0.94,0.8923706817285197,0.9151336135556682,0.30001764884375076,0.2132,0.7746548924080584,0.16512899999999942
13023,ablate_ethicalsense,0.5504,0.48485484424754355,0.7336678631974266,0.8988458540438194,0.9209612686394371,0.29935073888871677,0.2576,0.7544668771353157,0.03606700000000219
13023,ablate_idealgap,0.6156,0.95,0.94,0.95,0.95,0.1,0.2188,0.8252999999999999,0.18984600000000101
13023,ablate_shadow_validation,0.6148,0.5541683668791,0.9388,0.8921122448765737,0.9149010203889161,0.3393943875382916,0.2196,0.7687185459418,0.1638140000000009
13023,ablate_core_constraint,0.6132,0.5004362085586207,0.94,0.9191554556024789,0.9153287057975092,0.2908937397973274,0.2056,0.782429206600274,0.14272299999999835
13024,full_loop,0.6152,0.4844875612457237,0.94,0.8936769411580787,0.9163092470422706,0.3033022276963993,0.2068,0.7761973658377235,0.13323299999999919
13024,ablate_ethicalsense,0.556,0.4815608819207739,0.7341077228359705,0.8982336637088202,0.9204102973379382,0.29819350999333,0.2472,0.7571002805772491,0.044518000000002486
13024,ablate_idealgap,0.618,0.95,0.94,0.95,0.95,0.1,0.2188,0.82602,0.17759700000000117
13024,ablate_shadow_validation,0.5964,0.528489303810816,0.94,0.8935931035375915,0.9162337931838322,0.32537016907533467,0.236,0.7642915436421762,0.1352969999999998
13024,ablate_core_constraint,0.5996,0.5193291964137783,0.9388,0.9403528172738629,0.9152798088093306,0.2833823443877994,0.222,0.7820631639989354,0.10656499999999855
13025,full_loop,0.6168,0.48545128205458377,0.94,0.8924950084636261,0.915245507617264,0.3047296342563916,0.2112,0.7755209334585824,0.18068799999999993
13025,ablate_ethicalsense,0.5668,0.48295517091382983,0.7343390201225122,0.8992083639736038,0.9212875275762432,0.29811089427803195,0.2464,0.7608469205470768,0.07746699999999994
13025,ablate_idealgap,0.6108,0.95,0.94,0.95,0.95,0.1,0.2144,0.8243,0.1690429999999996
13025,ablate_shadow_validation,0.5992,0.5381062287010623,0.94,0.8926481756628591,0.9153833580965742,0.3309345738202431,0.226,0.764895288583679,0.11139699999999714
13025,ablate_core_constraint,0.6088,0.5097258183741211,0.9364,0.927208449271897,0.916102512686849,0.28909614976954195,0.2296,0.7807828955606605,0.14121999999999912
13026,full_loop,0.6088,0.48260310592775074,0.94,0.8928142731006936,0.9155328457906238,0.30305013448332185,0.2316,0.7714685458952965,0.12982899999999878
13026,ablate_ethicalsense,0.5532,0.4908211695301805,0.7316260891851052,0.8978863211312543,0.9200976890181289,0.303101527860087,0.2544,0.75465645730177,0.05324300000000252
13026,ablate_idealgap,0.6088,0.95,0.94,0.95,0.95,0.1,0.2256,0.8225799999999999,0.17989400000000086
13026,ablate_shadow_validation,0.6328,0.5434760112131596,0.9388,0.892303609598421,0.9150732486385786,0.3338951179278441,0.202,0.7767847663901523,0.16175600000000023
13026,ablate_core_constraint,0.6056,0.5098273178022185,0.94,0.9278839153829366,0.915244409935432,0.2886065265947603,0.2188,0.7808969065712312,0.12538599999999875
13027,full_loop,0.6112,0.4810309522496711,0.94,0.8925804409793572,0.91532239688142,0.3024511233413506,0.2232,0.7730190189150238,0.1628850000000004
13027,ablate_ethicalsense,0.5528,0.49157593059005994,0.7319839605243326,0.8988731735353801,0.9209858561818426,0.30268942646672564,0.2384,0.7566176847825278,0.04661800000000247
13027,ablate_idealgap,0.6268,0.95,0.94,0.95,0.95,0.1,0.2048,0.83006,0.18552200000000127
13027,ablate_shadow_validation,0.6,0.5189644246182444,0.9377381866846598,0.8921244564398366,0.9149120107958523,0.32178264715725335,0.2224,0.7666454969133424,0.10025399999999836
13027,ablate_core_constraint,0.6144,0.4975028436479399,0.9383563056345496,0.9260509390915799,0.9157704041284551,0.2839106705507064,0.214,0.7844861882678238,0.12190199999999886
13028,full_loop,0.6316,0.4841072177058868,0.94,0.893061424899098,0.9157552824091884,0.3036044689336651,0.2048,0.7810104352420669,0.12231399999999883
13028,ablate_ethicalsense,0.57,0.4814011153420907,0.7344909579076678,0.8988100125208197,0.9209290112687379,0.2976525476543896,0.25,0.76134637317319,0.09433799999999713
13028,ablate_idealgap,0.6128,0.95,0.9388,0.95,0.95,0.1,0.2184,0.8245,0.18973000000000076
13028,ablate_shadow_validation,0.6084,0.5279560360640194,0.9366806901654193,0.8935633884730719,0.9162070496257645,0.3251273072535524,0.2108,0.7704353440130226,0.10474099999999842
13028,ablate_core_constraint,0.6172,0.5164606402617256,0.94,0.9336934136431659,0.9160101187005777,0.287275589216329,0.2072,0.7870898740213282,0.13803199999999963
13029,full_loop,0.6324,0.4823434446683468,0.94,0.892640194812329,0.9153761753310955,0.30305956648430965,0.2112,0.7805131478225933,0.11765999999999867
13029,ablate_ethicalsense,0.5544,0.4885194303739724,0.7325039708800096,0.8984446931805614,0.9206002238625051,0.30150396064253693,0.2564,0.7552934005053579,0.06802099999999915
13029,ablate_idealgap,0.6168,0.95,0.9388,0.95,0.95,0.1,0.2052,0.8270200000000001,0.17880700000000097
13029,ablate_shadow_validation,0.6144,0.5217595414686349,0.94,0.8932309407702349,0.9159078466932112,0.3222950181181289,0.2108,0.7725188971096304,0.12847800000000043
13029,ablate_core_constraint,0.5988,0.5266002056524751,0.934,0.95,0.9160958142578164,0.27583928693063153,0.224,0.7848880605248593,0.10339999999999742
13030,full_loop,0.616,0.47746546155317227,0.9377383339804566,0.892222653637728,0.9150003882739542,0.3009546078664035,0.2156,0.7752914366160737,0.1026249999999982
13030,ablate_ethicalsense,0.5772,0.479488879580313,0.7352251359010105,0.8992336315702493,0.921310268413224,0.29635753453395747,0.2332,0.7655606632372622,0.06805600000000014
13030,ablate_idealgap,0.6176,0.95,0.94,0.95,0.95,0.1,0.2144,0.82634,0.18185400000000188
13030,ablate_shadow_validation,0.624,0.5395616209757158,0.9352583779068265,0.8932131782834081,0.9158918604550672,0.33121026786113117,0.2088,0.7742540605912787,0.1535440000000008
13030,ablate_core_constraint,0.6192,0.5052328265874737,0.94,0.9310167183023539,0.9155770397653173,0.28380303865185325,0.2192,0.7863671478040221,0.17891100000000076
13031,full_loop,0.6072,0.48120736659843966,0.9364,0.8930257572493898,0.9157231815244512,0.3021830774997081,0.2176,0.7726084852060345,0.12076499999999817
13031,ablate_ethicalsense,0.5612,0.49008297307345555,0.7323376662631499,0.898844780278263,0.9209603022504355,0.3019656623141187,0.2432,0.7587541822711437,0.07789299999999853
13031,ablate_idealgap,0.5988,0.95,0.9388,0.95,0.95,0.1,0.2276,0.81938,0.177263
13031,ablate_shadow_validation,0.604,0.5224411211883155,0.94,0.8934932062432327,0.9161438856189097,0.32242599559957075,0.224,0.7681707133134383,0.12046499999999814
13031,ablate_core_constraint,0.6292,0.4979918945587381,0.94,0.9130746414224692,0.9150010956139136,0.29453623414139307,0.2076,0.7851847670667633,0.14582699999999968
13032,full_loop,0.6028,0.49452051138924413,0.9369549792706314,0.892496545105217,0.9152468905946952,0.30926301961044805,0.222,0.7695615787281499,0.12362599999999811
13032,ablate_ethicalsense,0.566,0.48337318647037064,0.7342435603505717,0.8992397953134237,0.9213158157820818,0.2982947569844471,0.2436,0.760872699460538,0.05860200000000136
13032,ablate_idealgap,0.6208,0.95,0.9388,0.95,0.95,0.1,0.22,0.82674,0.16974600000000017
13032,ablate_shadow_validation,0.6068,0.521630765573304,0.94,0.8934378562434917,0.9160940706191429,0.3220650977918581,0.2144,0.7700013242347054,0.15179299999999982
13032,ablate_core_constraint,0.6276,0.5189809449897781,0.94,0.95,0.9154025863810976,0.2628247765259847,0.2168,0.7960269301163767,0.1406699999999996
13033,full_loop,0.6008,0.48627385848716775,0.9390796562822431,0.8932187607476814,0.9158968846729131,0.3045619206454382,0.2304,0.7691336852209488,0.14633600000000002
13033,ablate_ethicalsense,0.542,0.48571480326042354,0.7332073159140368,0.8984077475512251,0.9205669727961022,0.3001312035892321,0.2668,0.7507236121708859,0.028089000000001845
13033,ablate_idealgap,0.6296,0.95,0.94,0.95,0.95,0.1,0.2116,0.83022,0.18138800000000105
13033,ablate_shadow_validation,0.6104,0.5084982664531692,0.9388,0.8928562566126746,0.9155706309514065,0.3159641279364452,0.2124,0.7719492898699198,0.15609700000000065
13033,ablate_core_constraint,0.6156,0.5292504649303995,0.9375250000000002,0.95,0.9153175093496716,0.27857239459182775,0.2208,0.7896435181486436,0.15775899999999995
13034,full_loop,0.5924,0.47931110058599563,0.9388,0.8927717946418529,0.9154946151776672,0.3014381145795159,0.2196,0.76797229553586,0.134231999999999
13034,ablate_ethicalsense,0.568,0.48857887908388425,0.732354836863295,0.8981428806562275,0.9203285925906046,0.30177513501695963,0.2484,0.7600044540263527,0.08242999999999703
13034,ablate_idealgap,0.6056,0.95,0.94,0.95,0.95,0.1,0.214,0.8227800000000001,0.16690000000000052
13034,ablate_shadow_validation,0.6308,0.5261995689261536,0.94,0.8923674373142738,0.9151306935828463,0.32520583461165775,0.204,0.7773152856668176,0.14959299999999956
13034,ablate_core_constraint,0.6024,0.5080390140630124,0.9379538624542133,0.9294885378510782,0.9160118079623584,0.28642867675064343,0.22,0.7806563580482087,0.07102199999999936
13035,full_loop,0.6216,0.4864519896927652,0.94,0.8923920926373584,0.9151528833736222,0.30531232073649656,0.2004,0.7779097912604028,0.13747599999999907
13035,ablate_ethicalsense,0.5508,0.4965374840156757,0.7305320762693133,0.8984334706634269,0.9205901235970843,0.3055219654770963,0.2648,0.7527659302103921,0.08192999999999491
13035,ablate_idealgap,0.6152,0.95,0.9388,0.95,0.95,0.1,0.222,0.82486,0.1856560000000014
13035,ablate_shadow_validation,0.6108,0.5122718032438365,0.94,0.8935951583022728,0.916235642472046,0.3172597749800991,0.2116,0.7722689760314512,0.15743500000000044
13035,ablate_core_constraint,0.618,0.5096323701773483,0.9389781753962971,0.9187835975314624,0.9155183067140957,0.29578930706350365,0.2056,0.7831079001252907,0.15295100000000053
